vi	V(n003)	I(Rc)	I(Rb)
3.939999999999960e+00	7.009098e-01	9.704071e-03	3.239090e-05
3.949999999999960e+00	7.010024e-01	9.731255e-03	3.248998e-05
3.959999999999960e+00	7.010948e-01	9.758426e-03	3.258905e-05
3.969999999999959e+00	7.011869e-01	9.785583e-03	3.268813e-05
3.979999999999959e+00	7.012788e-01	9.812729e-03	3.278721e-05
3.989999999999959e+00	7.013704e-01	9.839862e-03	3.288630e-05
3.999999999999959e+00	7.014618e-01	9.866981e-03	3.298538e-05
4.009999999999959e+00	7.015530e-01	9.894088e-03	3.308447e-05
4.019999999999959e+00	7.016439e-01	9.921182e-03	3.318356e-05
4.029999999999959e+00	7.017346e-01	9.948264e-03	3.328265e-05
4.039999999999958e+00	7.018250e-01	9.975333e-03	3.338175e-05
4.049999999999958e+00	7.019152e-01	1.000239e-02	3.348085e-05
4.059999999999958e+00	7.020052e-01	1.002943e-02	3.357995e-05
4.069999999999958e+00	7.020950e-01	1.005646e-02	3.367905e-05
4.079999999999957e+00	7.021845e-01	1.008348e-02	3.377816e-05
4.089999999999957e+00	7.022738e-01	1.011049e-02	3.387726e-05
4.099999999999957e+00	7.023628e-01	1.013748e-02	3.397637e-05
4.109999999999957e+00	7.024516e-01	1.016446e-02	3.407549e-05
4.119999999999957e+00	7.025403e-01	1.019143e-02	3.417460e-05
4.129999999999956e+00	7.026286e-01	1.021838e-02	3.427371e-05
4.139999999999956e+00	7.027168e-01	1.024533e-02	3.437283e-05
4.149999999999956e+00	7.028047e-01	1.027225e-02	3.447195e-05
4.159999999999956e+00	7.028925e-01	1.029917e-02	3.457108e-05
4.169999999999956e+00	7.029800e-01	1.032608e-02	3.467020e-05
4.179999999999955e+00	7.030672e-01	1.035297e-02	3.476933e-05
4.189999999999955e+00	7.031543e-01	1.037985e-02	3.486846e-05
4.199999999999955e+00	7.032412e-01	1.040671e-02	3.496759e-05
4.209999999999955e+00	7.033278e-01	1.043357e-02	3.506672e-05
4.219999999999954e+00	7.034142e-01	1.046041e-02	3.516586e-05
4.229999999999954e+00	7.035004e-01	1.048724e-02	3.526499e-05
4.239999999999954e+00	7.035865e-01	1.051406e-02	3.536414e-05
4.249999999999954e+00	7.036722e-01	1.054086e-02	3.546328e-05
4.259999999999954e+00	7.037578e-01	1.056765e-02	3.556242e-05
4.269999999999953e+00	7.038432e-01	1.059443e-02	3.566157e-05
4.279999999999953e+00	7.039284e-01	1.062120e-02	3.576072e-05
4.289999999999953e+00	7.040133e-01	1.064795e-02	3.585987e-05
4.299999999999953e+00	7.040980e-01	1.067470e-02	3.595902e-05
4.309999999999953e+00	7.041826e-01	1.070143e-02	3.605817e-05
4.319999999999952e+00	7.042670e-01	1.072814e-02	3.615733e-05
4.329999999999952e+00	7.043511e-01	1.075485e-02	3.625649e-05
4.339999999999952e+00	7.044351e-01	1.078154e-02	3.635565e-05
4.349999999999952e+00	7.045189e-01	1.080822e-02	3.645481e-05
4.359999999999951e+00	7.046024e-01	1.083489e-02	3.655397e-05
4.369999999999951e+00	7.046857e-01	1.086154e-02	3.665314e-05
4.379999999999951e+00	7.047690e-01	1.088819e-02	3.675231e-05
4.389999999999951e+00	7.048519e-01	1.091482e-02	3.685148e-05
4.399999999999951e+00	7.049347e-01	1.094144e-02	3.695065e-05
4.409999999999950e+00	7.050173e-01	1.096804e-02	3.704983e-05
4.419999999999950e+00	7.050996e-01	1.099463e-02	3.714900e-05
4.429999999999950e+00	7.051818e-01	1.102122e-02	3.724818e-05
4.439999999999950e+00	7.052639e-01	1.104778e-02	3.734736e-05
4.449999999999950e+00	7.053457e-01	1.107434e-02	3.744654e-05
4.459999999999949e+00	7.054273e-01	1.110089e-02	3.754573e-05
4.469999999999949e+00	7.055088e-01	1.112742e-02	3.764491e-05
4.479999999999949e+00	7.055901e-01	1.115394e-02	3.774410e-05
4.489999999999949e+00	7.056711e-01	1.118044e-02	3.784329e-05
4.499999999999948e+00	7.057520e-01	1.120694e-02	3.794248e-05
4.509999999999948e+00	7.058327e-01	1.123342e-02	3.804167e-05
4.519999999999948e+00	7.059132e-01	1.125989e-02	3.814087e-05
4.529999999999948e+00	7.059936e-01	1.128635e-02	3.824006e-05
4.539999999999948e+00	7.060738e-01	1.131280e-02	3.833926e-05
4.549999999999947e+00	7.061538e-01	1.133923e-02	3.843846e-05
4.559999999999947e+00	7.062336e-01	1.136565e-02	3.853766e-05
4.569999999999947e+00	7.063133e-01	1.139207e-02	3.863687e-05
4.579999999999947e+00	7.063927e-01	1.141846e-02	3.873607e-05
4.589999999999947e+00	7.064720e-01	1.144485e-02	3.883528e-05
4.599999999999946e+00	7.065511e-01	1.147122e-02	3.893449e-05
4.609999999999946e+00	7.066300e-01	1.149758e-02	3.903370e-05
4.619999999999946e+00	7.067088e-01	1.152393e-02	3.913291e-05
4.629999999999946e+00	7.067873e-01	1.155027e-02	3.923213e-05
4.639999999999946e+00	7.068658e-01	1.157659e-02	3.933134e-05
4.649999999999945e+00	7.069440e-01	1.160291e-02	3.943056e-05
4.659999999999945e+00	7.070221e-01	1.162921e-02	3.952978e-05
4.669999999999945e+00	7.071000e-01	1.165550e-02	3.962900e-05
4.679999999999945e+00	7.071777e-01	1.168177e-02	3.972822e-05
4.689999999999944e+00	7.072553e-01	1.170804e-02	3.982745e-05
4.699999999999944e+00	7.073327e-01	1.173429e-02	3.992667e-05
4.709999999999944e+00	7.074099e-01	1.176053e-02	4.002590e-05
4.719999999999944e+00	7.074870e-01	1.178676e-02	4.012513e-05
4.729999999999944e+00	7.075639e-01	1.181298e-02	4.022436e-05
4.739999999999943e+00	7.076406e-01	1.183918e-02	4.032359e-05
4.749999999999943e+00	7.077172e-01	1.186537e-02	4.042283e-05
4.759999999999943e+00	7.077937e-01	1.189155e-02	4.052206e-05
4.769999999999943e+00	7.078699e-01	1.191772e-02	4.062130e-05
4.779999999999943e+00	7.079460e-01	1.194388e-02	4.072054e-05
4.789999999999942e+00	7.080219e-01	1.197002e-02	4.081978e-05
4.799999999999942e+00	7.080978e-01	1.199616e-02	4.091902e-05
4.809999999999942e+00	7.081733e-01	1.202228e-02	4.101827e-05
4.819999999999942e+00	7.082488e-01	1.204839e-02	4.111751e-05
4.829999999999941e+00	7.083241e-01	1.207448e-02	4.121676e-05
4.839999999999941e+00	7.083993e-01	1.210057e-02	4.131601e-05
4.849999999999941e+00	7.084743e-01	1.212664e-02	4.141526e-05
4.859999999999941e+00	7.085491e-01	1.215270e-02	4.151451e-05
4.869999999999941e+00	7.086238e-01	1.217875e-02	4.161376e-05
4.879999999999940e+00	7.086983e-01	1.220479e-02	4.171302e-05
4.889999999999940e+00	7.087727e-01	1.223081e-02	4.181227e-05
4.899999999999940e+00	7.088469e-01	1.225683e-02	4.191153e-05
4.909999999999940e+00	7.089210e-01	1.228283e-02	4.201079e-05
4.919999999999940e+00	7.089949e-01	1.230882e-02	4.211005e-05
4.929999999999939e+00	7.090687e-01	1.233480e-02	4.220931e-05
4.939999999999939e+00	7.091423e-01	1.236076e-02	4.230858e-05
4.949999999999939e+00	7.092158e-01	1.238672e-02	4.240784e-05
4.959999999999939e+00	7.092892e-01	1.241266e-02	4.250711e-05
4.969999999999938e+00	7.093623e-01	1.243859e-02	4.260638e-05
4.979999999999938e+00	7.094354e-01	1.246451e-02	4.270565e-05
4.989999999999938e+00	7.095083e-01	1.249042e-02	4.280492e-05
4.999999999999938e+00	7.095810e-01	1.251632e-02	4.290419e-05
5.009999999999938e+00	7.096536e-01	1.254220e-02	4.300346e-05
5.019999999999937e+00	7.097261e-01	1.256807e-02	4.310274e-05
5.029999999999937e+00	7.097984e-01	1.259394e-02	4.320202e-05
5.039999999999937e+00	7.098706e-01	1.261978e-02	4.330129e-05
5.049999999999937e+00	7.099426e-01	1.264562e-02	4.340057e-05
5.059999999999937e+00	7.100145e-01	1.267145e-02	4.349985e-05
5.069999999999936e+00	7.100863e-01	1.269726e-02	4.359914e-05
5.079999999999936e+00	7.101579e-01	1.272306e-02	4.369842e-05
5.089999999999936e+00	7.102293e-01	1.274886e-02	4.379771e-05
5.099999999999936e+00	7.103007e-01	1.277463e-02	4.389699e-05
5.109999999999935e+00	7.103719e-01	1.280040e-02	4.399628e-05
5.119999999999935e+00	7.104429e-01	1.282616e-02	4.409557e-05
5.129999999999935e+00	7.105138e-01	1.285190e-02	4.419486e-05
5.139999999999935e+00	7.105846e-01	1.287763e-02	4.429415e-05
5.149999999999935e+00	7.106553e-01	1.290336e-02	4.439345e-05
5.159999999999934e+00	7.107258e-01	1.292907e-02	4.449274e-05
5.169999999999934e+00	7.107962e-01	1.295476e-02	4.459204e-05
5.179999999999934e+00	7.108664e-01	1.298045e-02	4.469134e-05
5.189999999999934e+00	7.109365e-01	1.300612e-02	4.479064e-05
5.199999999999934e+00	7.110065e-01	1.303179e-02	4.488993e-05
5.209999999999933e+00	7.110763e-01	1.305744e-02	4.498924e-05
5.219999999999933e+00	7.111461e-01	1.308308e-02	4.508854e-05
5.229999999999933e+00	7.112156e-01	1.310871e-02	4.518784e-05
5.239999999999933e+00	7.112851e-01	1.313433e-02	4.528715e-05
5.249999999999932e+00	7.113544e-01	1.315993e-02	4.538646e-05
5.259999999999932e+00	7.114236e-01	1.318553e-02	4.548577e-05
5.269999999999932e+00	7.114927e-01	1.321111e-02	4.558507e-05
5.279999999999932e+00	7.115616e-01	1.323668e-02	4.568438e-05
5.289999999999932e+00	7.116304e-01	1.326224e-02	4.578370e-05
5.299999999999931e+00	7.116991e-01	1.328779e-02	4.588301e-05
5.309999999999931e+00	7.117676e-01	1.331333e-02	4.598232e-05
5.319999999999931e+00	7.118360e-01	1.333885e-02	4.608164e-05
5.329999999999931e+00	7.119043e-01	1.336437e-02	4.618096e-05
5.339999999999931e+00	7.119725e-01	1.338987e-02	4.628027e-05
5.349999999999930e+00	7.120405e-01	1.341536e-02	4.637960e-05
5.359999999999930e+00	7.121085e-01	1.344084e-02	4.647892e-05
5.369999999999930e+00	7.121763e-01	1.346631e-02	4.657824e-05
5.379999999999930e+00	7.122440e-01	1.349177e-02	4.667756e-05
5.389999999999930e+00	7.123115e-01	1.351721e-02	4.677688e-05
5.399999999999929e+00	7.123789e-01	1.354265e-02	4.687621e-05
5.409999999999929e+00	7.124463e-01	1.356807e-02	4.697554e-05
5.419999999999929e+00	7.125134e-01	1.359348e-02	4.707487e-05
5.429999999999929e+00	7.125805e-01	1.361888e-02	4.717420e-05
5.439999999999928e+00	7.126474e-01	1.364427e-02	4.727353e-05
5.449999999999928e+00	7.127143e-01	1.366965e-02	4.737286e-05
5.459999999999928e+00	7.127810e-01	1.369502e-02	4.747219e-05
5.469999999999928e+00	7.128476e-01	1.372037e-02	4.757152e-05
5.479999999999928e+00	7.129140e-01	1.374572e-02	4.767086e-05
5.489999999999927e+00	7.129804e-01	1.377105e-02	4.777020e-05
5.499999999999927e+00	7.130466e-01	1.379637e-02	4.786953e-05
5.509999999999927e+00	7.131127e-01	1.382168e-02	4.796887e-05
5.519999999999927e+00	7.131788e-01	1.384698e-02	4.806821e-05
5.529999999999927e+00	7.132446e-01	1.387227e-02	4.816755e-05
5.539999999999926e+00	7.133104e-01	1.389755e-02	4.826689e-05
5.549999999999926e+00	7.133760e-01	1.392282e-02	4.836624e-05
5.559999999999926e+00	7.134416e-01	1.394807e-02	4.846558e-05
5.569999999999926e+00	7.135070e-01	1.397331e-02	4.856493e-05
5.579999999999925e+00	7.135723e-01	1.399855e-02	4.866428e-05
5.589999999999925e+00	7.136375e-01	1.402377e-02	4.876362e-05
5.599999999999925e+00	7.137026e-01	1.404898e-02	4.886297e-05
5.609999999999925e+00	7.137676e-01	1.407418e-02	4.896232e-05
5.619999999999925e+00	7.138324e-01	1.409936e-02	4.906168e-05
5.629999999999924e+00	7.138972e-01	1.412454e-02	4.916103e-05
5.639999999999924e+00	7.139618e-01	1.414971e-02	4.926038e-05
5.649999999999924e+00	7.140263e-01	1.417486e-02	4.935974e-05
5.659999999999924e+00	7.140908e-01	1.420000e-02	4.945909e-05
5.669999999999924e+00	7.141550e-01	1.422514e-02	4.955845e-05
5.679999999999923e+00	7.142192e-01	1.425026e-02	4.965781e-05
5.689999999999923e+00	7.142833e-01	1.427537e-02	4.975717e-05
5.699999999999923e+00	7.143473e-01	1.430047e-02	4.985653e-05
5.709999999999923e+00	7.144112e-01	1.432555e-02	4.995589e-05
5.719999999999922e+00	7.144749e-01	1.435063e-02	5.005525e-05
5.729999999999922e+00	7.145386e-01	1.437570e-02	5.015461e-05
5.739999999999922e+00	7.146021e-01	1.440075e-02	5.025398e-05
5.749999999999922e+00	7.146656e-01	1.442580e-02	5.035334e-05
5.759999999999922e+00	7.147289e-01	1.445083e-02	5.045271e-05
5.769999999999921e+00	7.147921e-01	1.447585e-02	5.055208e-05
5.779999999999921e+00	7.148553e-01	1.450086e-02	5.065145e-05
5.789999999999921e+00	7.149183e-01	1.452586e-02	5.075082e-05
5.799999999999921e+00	7.149812e-01	1.455085e-02	5.085019e-05
5.809999999999921e+00	7.150440e-01	1.457583e-02	5.094956e-05
5.819999999999920e+00	7.151067e-01	1.460080e-02	5.104893e-05
5.829999999999920e+00	7.151693e-01	1.462575e-02	5.114831e-05
5.839999999999920e+00	7.152318e-01	1.465070e-02	5.124768e-05
5.849999999999920e+00	7.152942e-01	1.467563e-02	5.134706e-05
5.859999999999919e+00	7.153565e-01	1.470056e-02	5.144643e-05
5.869999999999919e+00	7.154186e-01	1.472547e-02	5.154581e-05
5.879999999999919e+00	7.154807e-01	1.475037e-02	5.164519e-05
5.889999999999919e+00	7.155427e-01	1.477526e-02	5.174457e-05
5.899999999999919e+00	7.156046e-01	1.480014e-02	5.184396e-05
5.909999999999918e+00	7.156664e-01	1.482501e-02	5.194333e-05
5.919999999999918e+00	7.157281e-01	1.484987e-02	5.204272e-05
5.929999999999918e+00	7.157897e-01	1.487472e-02	5.214210e-05
5.939999999999918e+00	7.158512e-01	1.489956e-02	5.224149e-05
5.949999999999918e+00	7.159125e-01	1.492438e-02	5.234087e-05
5.959999999999917e+00	7.159739e-01	1.494920e-02	5.244026e-05
5.969999999999917e+00	7.160350e-01	1.497400e-02	5.253965e-05
5.979999999999917e+00	7.160961e-01	1.499880e-02	5.263904e-05
5.989999999999917e+00	7.161571e-01	1.502358e-02	5.273843e-05
5.999999999999917e+00	7.162180e-01	1.504835e-02	5.283782e-05
6.009999999999916e+00	7.162788e-01	1.507311e-02	5.293721e-05
6.019999999999916e+00	7.163395e-01	1.509786e-02	5.303661e-05
6.029999999999916e+00	7.164001e-01	1.512260e-02	5.313600e-05
6.039999999999916e+00	7.164606e-01	1.514733e-02	5.323540e-05
6.049999999999915e+00	7.165210e-01	1.517205e-02	5.333479e-05
6.059999999999915e+00	7.165813e-01	1.519676e-02	5.343419e-05
6.069999999999915e+00	7.166416e-01	1.522146e-02	5.353359e-05
6.079999999999915e+00	7.167017e-01	1.524614e-02	5.363298e-05
6.089999999999915e+00	7.167618e-01	1.527082e-02	5.373238e-05
6.099999999999914e+00	7.168217e-01	1.529548e-02	5.383178e-05
6.109999999999914e+00	7.168815e-01	1.532014e-02	5.393118e-05
6.119999999999914e+00	7.169413e-01	1.534478e-02	5.403059e-05
6.129999999999914e+00	7.170010e-01	1.536942e-02	5.412999e-05
6.139999999999914e+00	7.170605e-01	1.539404e-02	5.422940e-05
6.149999999999913e+00	7.171200e-01	1.541865e-02	5.432880e-05
6.159999999999913e+00	7.171794e-01	1.544325e-02	5.442820e-05
6.169999999999913e+00	7.172387e-01	1.546784e-02	5.452761e-05
6.179999999999913e+00	7.172979e-01	1.549242e-02	5.462702e-05
6.189999999999912e+00	7.173570e-01	1.551699e-02	5.472643e-05
6.199999999999912e+00	7.174160e-01	1.554155e-02	5.482584e-05
6.209999999999912e+00	7.174749e-01	1.556610e-02	5.492525e-05
6.219999999999912e+00	7.175338e-01	1.559064e-02	5.502466e-05
6.229999999999912e+00	7.175925e-01	1.561516e-02	5.512407e-05
6.239999999999911e+00	7.176512e-01	1.563968e-02	5.522349e-05
6.249999999999911e+00	7.177098e-01	1.566419e-02	5.532290e-05
6.259999999999911e+00	7.177683e-01	1.568868e-02	5.542232e-05
6.269999999999911e+00	7.178267e-01	1.571317e-02	5.552173e-05
6.279999999999911e+00	7.178850e-01	1.573764e-02	5.562115e-05
6.289999999999910e+00	7.179432e-01	1.576211e-02	5.572057e-05
6.299999999999910e+00	7.180013e-01	1.578656e-02	5.581999e-05
6.309999999999910e+00	7.180594e-01	1.581100e-02	5.591940e-05
6.319999999999910e+00	7.181173e-01	1.583544e-02	5.601883e-05
6.329999999999909e+00	7.181752e-01	1.585986e-02	5.611825e-05
6.339999999999909e+00	7.182330e-01	1.588427e-02	5.621767e-05
6.349999999999909e+00	7.182907e-01	1.590867e-02	5.631709e-05
6.359999999999909e+00	7.183483e-01	1.593306e-02	5.641652e-05
6.369999999999909e+00	7.184058e-01	1.595744e-02	5.651594e-05
6.379999999999908e+00	7.184632e-01	1.598181e-02	5.661537e-05
6.389999999999908e+00	7.185206e-01	1.600617e-02	5.671479e-05
6.399999999999908e+00	7.185779e-01	1.603052e-02	5.681422e-05
6.409999999999908e+00	7.186350e-01	1.605486e-02	5.691365e-05
6.419999999999908e+00	7.186921e-01	1.607919e-02	5.701308e-05
6.429999999999907e+00	7.187492e-01	1.610351e-02	5.711251e-05
6.439999999999907e+00	7.188061e-01	1.612782e-02	5.721194e-05
6.449999999999907e+00	7.188630e-01	1.615211e-02	5.731137e-05
6.459999999999907e+00	7.189198e-01	1.617640e-02	5.741080e-05
6.469999999999906e+00	7.189764e-01	1.620068e-02	5.751023e-05
6.479999999999906e+00	7.190330e-01	1.622494e-02	5.760967e-05
6.489999999999906e+00	7.190895e-01	1.624920e-02	5.770911e-05
6.499999999999906e+00	7.191460e-01	1.627345e-02	5.780854e-05
6.509999999999906e+00	7.192023e-01	1.629768e-02	5.790798e-05
6.519999999999905e+00	7.192586e-01	1.632191e-02	5.800742e-05
6.529999999999905e+00	7.193148e-01	1.634612e-02	5.810685e-05
6.539999999999905e+00	7.193709e-01	1.637033e-02	5.820629e-05
6.549999999999905e+00	7.194269e-01	1.639452e-02	5.830573e-05
6.559999999999905e+00	7.194829e-01	1.641870e-02	5.840517e-05
6.569999999999904e+00	7.195387e-01	1.644288e-02	5.850461e-05
6.579999999999904e+00	7.195945e-01	1.646704e-02	5.860406e-05
6.589999999999904e+00	7.196503e-01	1.649120e-02	5.870350e-05
6.599999999999904e+00	7.197059e-01	1.651534e-02	5.880294e-05
6.609999999999904e+00	7.197615e-01	1.653947e-02	5.890238e-05
6.619999999999903e+00	7.198169e-01	1.656360e-02	5.900183e-05
6.629999999999903e+00	7.198724e-01	1.658771e-02	5.910128e-05
6.639999999999903e+00	7.199277e-01	1.661181e-02	5.920072e-05
6.649999999999903e+00	7.199829e-01	1.663590e-02	5.930017e-05
6.659999999999902e+00	7.200381e-01	1.665999e-02	5.939962e-05
6.669999999999902e+00	7.200931e-01	1.668406e-02	5.949907e-05
6.679999999999902e+00	7.201481e-01	1.670812e-02	5.959852e-05
6.689999999999902e+00	7.202031e-01	1.673217e-02	5.969797e-05
6.699999999999902e+00	7.202579e-01	1.675621e-02	5.979742e-05
6.709999999999901e+00	7.203127e-01	1.678025e-02	5.989687e-05
6.719999999999901e+00	7.203674e-01	1.680427e-02	5.999632e-05
6.729999999999901e+00	7.204220e-01	1.682828e-02	6.009578e-05
6.739999999999901e+00	7.204766e-01	1.685228e-02	6.019523e-05
6.749999999999901e+00	7.205310e-01	1.687627e-02	6.029469e-05
6.759999999999900e+00	7.205855e-01	1.690025e-02	6.039414e-05
6.769999999999900e+00	7.206398e-01	1.692422e-02	6.049360e-05
6.779999999999900e+00	7.206940e-01	1.694818e-02	6.059306e-05
6.789999999999900e+00	7.207482e-01	1.697213e-02	6.069252e-05
6.799999999999899e+00	7.208023e-01	1.699607e-02	6.079198e-05
6.809999999999899e+00	7.208563e-01	1.702001e-02	6.089144e-05
6.819999999999899e+00	7.209103e-01	1.704393e-02	6.099090e-05
6.829999999999899e+00	7.209641e-01	1.706784e-02	6.109036e-05
6.839999999999899e+00	7.210180e-01	1.709174e-02	6.118982e-05
6.849999999999898e+00	7.210717e-01	1.711563e-02	6.128928e-05
6.859999999999898e+00	7.211253e-01	1.713951e-02	6.138875e-05
6.869999999999898e+00	7.211789e-01	1.716338e-02	6.148821e-05
6.879999999999898e+00	7.212324e-01	1.718724e-02	6.158768e-05
6.889999999999898e+00	7.212859e-01	1.721109e-02	6.168714e-05
6.899999999999897e+00	7.213392e-01	1.723493e-02	6.178661e-05
6.909999999999897e+00	7.213925e-01	1.725877e-02	6.188607e-05
6.919999999999897e+00	7.214457e-01	1.728259e-02	6.198554e-05
6.929999999999897e+00	7.214989e-01	1.730640e-02	6.208501e-05
6.939999999999896e+00	7.215520e-01	1.733020e-02	6.218448e-05
6.949999999999896e+00	7.216049e-01	1.735399e-02	6.228395e-05
6.959999999999896e+00	7.216579e-01	1.737777e-02	6.238342e-05
6.969999999999896e+00	7.217108e-01	1.740154e-02	6.248289e-05
6.979999999999896e+00	7.217636e-01	1.742530e-02	6.258237e-05
6.989999999999895e+00	7.218163e-01	1.744905e-02	6.268184e-05
6.999999999999895e+00	7.218689e-01	1.747280e-02	6.278131e-05
7.009999999999895e+00	7.219216e-01	1.749653e-02	6.288078e-05
7.019999999999895e+00	7.219741e-01	1.752025e-02	6.298026e-05
7.029999999999895e+00	7.220265e-01	1.754396e-02	6.307974e-05
7.039999999999894e+00	7.220789e-01	1.756767e-02	6.317921e-05
7.049999999999894e+00	7.221312e-01	1.759136e-02	6.327869e-05
7.059999999999894e+00	7.221834e-01	1.761504e-02	6.337817e-05
7.069999999999894e+00	7.222356e-01	1.763871e-02	6.347764e-05
7.079999999999893e+00	7.222877e-01	1.766238e-02	6.357712e-05
7.089999999999893e+00	7.223397e-01	1.768603e-02	6.367661e-05
7.099999999999893e+00	7.223917e-01	1.770967e-02	6.377608e-05
7.109999999999893e+00	7.224436e-01	1.773331e-02	6.387557e-05
7.119999999999893e+00	7.224954e-01	1.775693e-02	6.397504e-05
7.129999999999892e+00	7.225472e-01	1.778055e-02	6.407453e-05
7.139999999999892e+00	7.225989e-01	1.780415e-02	6.417401e-05
7.149999999999892e+00	7.226505e-01	1.782775e-02	6.427350e-05
7.159999999999892e+00	7.227021e-01	1.785133e-02	6.437298e-05
7.169999999999892e+00	7.227536e-01	1.787491e-02	6.447246e-05
7.179999999999891e+00	7.228050e-01	1.789847e-02	6.457195e-05
7.189999999999891e+00	7.228563e-01	1.792203e-02	6.467144e-05
7.199999999999891e+00	7.229077e-01	1.794557e-02	6.477092e-05
7.209999999999891e+00	7.229589e-01	1.796911e-02	6.487041e-05
7.219999999999891e+00	7.230101e-01	1.799264e-02	6.496990e-05
7.229999999999890e+00	7.230611e-01	1.801615e-02	6.506939e-05
7.239999999999890e+00	7.231122e-01	1.803966e-02	6.516888e-05
7.249999999999890e+00	7.231631e-01	1.806316e-02	6.526837e-05
7.259999999999890e+00	7.232140e-01	1.808665e-02	6.536786e-05
7.269999999999889e+00	7.232649e-01	1.811013e-02	6.546735e-05
7.279999999999889e+00	7.233157e-01	1.813360e-02	6.556684e-05
7.289999999999889e+00	7.233664e-01	1.815705e-02	6.566634e-05
7.299999999999889e+00	7.234170e-01	1.818050e-02	6.576583e-05
7.309999999999889e+00	7.234676e-01	1.820394e-02	6.586532e-05
7.319999999999888e+00	7.235181e-01	1.822737e-02	6.596482e-05
7.329999999999888e+00	7.235686e-01	1.825080e-02	6.606431e-05
7.339999999999888e+00	7.236189e-01	1.827421e-02	6.616381e-05
7.349999999999888e+00	7.236693e-01	1.829761e-02	6.626331e-05
7.359999999999888e+00	7.237195e-01	1.832100e-02	6.636280e-05
7.369999999999887e+00	7.237697e-01	1.834438e-02	6.646230e-05
7.379999999999887e+00	7.238199e-01	1.836775e-02	6.656180e-05
7.389999999999887e+00	7.238700e-01	1.839112e-02	6.666130e-05
7.399999999999887e+00	7.239200e-01	1.841447e-02	6.676080e-05
7.409999999999886e+00	7.239699e-01	1.843782e-02	6.686030e-05
7.419999999999886e+00	7.240198e-01	1.846115e-02	6.695980e-05
7.429999999999886e+00	7.240697e-01	1.848448e-02	6.705931e-05
7.439999999999886e+00	7.241194e-01	1.850779e-02	6.715881e-05
7.449999999999886e+00	7.241691e-01	1.853110e-02	6.725831e-05
7.459999999999885e+00	7.242187e-01	1.855440e-02	6.735781e-05
7.469999999999885e+00	7.242683e-01	1.857768e-02	6.745732e-05
7.479999999999885e+00	7.243178e-01	1.860096e-02	6.755682e-05
7.489999999999885e+00	7.243673e-01	1.862423e-02	6.765633e-05
7.499999999999885e+00	7.244167e-01	1.864749e-02	6.775583e-05
7.509999999999884e+00	7.244660e-01	1.867074e-02	6.785534e-05
7.519999999999884e+00	7.245153e-01	1.869398e-02	6.795485e-05
7.529999999999884e+00	7.245646e-01	1.871721e-02	6.805435e-05
7.539999999999884e+00	7.246137e-01	1.874043e-02	6.815387e-05
7.549999999999883e+00	7.246628e-01	1.876364e-02	6.825337e-05
7.559999999999883e+00	7.247118e-01	1.878684e-02	6.835289e-05
7.569999999999883e+00	7.247608e-01	1.881003e-02	6.845239e-05
7.579999999999883e+00	7.248098e-01	1.883322e-02	6.855190e-05
7.589999999999883e+00	7.248586e-01	1.885639e-02	6.865141e-05
7.599999999999882e+00	7.249074e-01	1.887956e-02	6.875092e-05
7.609999999999882e+00	7.249562e-01	1.890271e-02	6.885044e-05
7.619999999999882e+00	7.250049e-01	1.892586e-02	6.894995e-05
7.629999999999882e+00	7.250534e-01	1.894899e-02	6.904946e-05
7.639999999999882e+00	7.251020e-01	1.897212e-02	6.914898e-05
7.649999999999881e+00	7.251505e-01	1.899524e-02	6.924850e-05
7.659999999999881e+00	7.251990e-01	1.901835e-02	6.934801e-05
7.669999999999881e+00	7.252474e-01	1.904145e-02	6.944752e-05
7.679999999999881e+00	7.252957e-01	1.906454e-02	6.954704e-05
7.689999999999880e+00	7.253440e-01	1.908762e-02	6.964656e-05
7.699999999999880e+00	7.253922e-01	1.911069e-02	6.974608e-05
7.709999999999880e+00	7.254404e-01	1.913375e-02	6.984560e-05
7.719999999999880e+00	7.254885e-01	1.915680e-02	6.994511e-05
7.729999999999880e+00	7.255365e-01	1.917985e-02	7.004463e-05
7.739999999999879e+00	7.255845e-01	1.920288e-02	7.014415e-05
7.749999999999879e+00	7.256324e-01	1.922591e-02	7.024367e-05
7.759999999999879e+00	7.256803e-01	1.924892e-02	7.034319e-05
7.769999999999879e+00	7.257282e-01	1.927193e-02	7.044272e-05
7.779999999999879e+00	7.257759e-01	1.929493e-02	7.054224e-05
7.789999999999878e+00	7.258236e-01	1.931791e-02	7.064176e-05
7.799999999999878e+00	7.258713e-01	1.934089e-02	7.074128e-05
7.809999999999878e+00	7.259189e-01	1.936386e-02	7.084081e-05
7.819999999999878e+00	7.259664e-01	1.938682e-02	7.094034e-05
7.829999999999878e+00	7.260139e-01	1.940977e-02	7.103986e-05
7.839999999999877e+00	7.260613e-01	1.943271e-02	7.113939e-05
7.849999999999877e+00	7.261087e-01	1.945565e-02	7.123892e-05
7.859999999999877e+00	7.261560e-01	1.947857e-02	7.133844e-05
7.869999999999877e+00	7.262033e-01	1.950148e-02	7.143796e-05
7.879999999999876e+00	7.262505e-01	1.952439e-02	7.153749e-05
7.889999999999876e+00	7.262977e-01	1.954729e-02	7.163703e-05
7.899999999999876e+00	7.263448e-01	1.957017e-02	7.173655e-05
7.909999999999876e+00	7.263918e-01	1.959305e-02	7.183608e-05
7.919999999999876e+00	7.264388e-01	1.961592e-02	7.193561e-05
