vi	V(n003)	I(Rc)	I(Rb)
7.929999999999875e+00	7.264857e-01	1.963878e-02	7.203515e-05
7.939999999999875e+00	7.265326e-01	1.966163e-02	7.213467e-05
7.949999999999875e+00	7.265795e-01	1.968447e-02	7.223421e-05
7.959999999999875e+00	7.266262e-01	1.970730e-02	7.233374e-05
7.969999999999875e+00	7.266729e-01	1.973012e-02	7.243327e-05
7.979999999999874e+00	7.267196e-01	1.975294e-02	7.253281e-05
7.989999999999874e+00	7.267662e-01	1.977574e-02	7.263233e-05
7.999999999999874e+00	7.268128e-01	1.979854e-02	7.273187e-05
8.009999999999874e+00	7.268593e-01	1.982132e-02	7.283140e-05
8.019999999999873e+00	7.269058e-01	1.984410e-02	7.293094e-05
8.029999999999873e+00	7.269522e-01	1.986687e-02	7.303047e-05
8.039999999999873e+00	7.269986e-01	1.988963e-02	7.313002e-05
8.049999999999873e+00	7.270448e-01	1.991238e-02	7.322955e-05
8.059999999999873e+00	7.270911e-01	1.993512e-02	7.332909e-05
8.069999999999872e+00	7.271373e-01	1.995785e-02	7.342863e-05
8.079999999999872e+00	7.271835e-01	1.998058e-02	7.352816e-05
8.089999999999872e+00	7.272295e-01	2.000329e-02	7.362771e-05
8.099999999999872e+00	7.272756e-01	2.002600e-02	7.372724e-05
8.109999999999872e+00	7.273216e-01	2.004869e-02	7.382678e-05
8.119999999999871e+00	7.273675e-01	2.007138e-02	7.392633e-05
8.129999999999871e+00	7.274134e-01	2.009406e-02	7.402587e-05
8.139999999999871e+00	7.274593e-01	2.011673e-02	7.412540e-05
8.149999999999871e+00	7.275050e-01	2.013939e-02	7.422495e-05
8.159999999999870e+00	7.275507e-01	2.016204e-02	7.432449e-05
8.169999999999870e+00	7.275964e-01	2.018468e-02	7.442404e-05
8.179999999999870e+00	7.276421e-01	2.020732e-02	7.452358e-05
8.189999999999870e+00	7.276877e-01	2.022994e-02	7.462312e-05
8.199999999999870e+00	7.277332e-01	2.025256e-02	7.472267e-05
8.209999999999869e+00	7.277787e-01	2.027516e-02	7.482222e-05
8.219999999999869e+00	7.278241e-01	2.029776e-02	7.492176e-05
8.229999999999869e+00	7.278695e-01	2.032035e-02	7.502131e-05
8.239999999999869e+00	7.279148e-01	2.034293e-02	7.512085e-05
8.249999999999869e+00	7.279601e-01	2.036550e-02	7.522040e-05
8.259999999999868e+00	7.280053e-01	2.038806e-02	7.531995e-05
8.269999999999868e+00	7.280505e-01	2.041062e-02	7.541949e-05
8.279999999999868e+00	7.280956e-01	2.043316e-02	7.551904e-05
8.289999999999868e+00	7.281407e-01	2.045570e-02	7.561859e-05
8.299999999999867e+00	7.281857e-01	2.047822e-02	7.571814e-05
8.309999999999867e+00	7.282307e-01	2.050074e-02	7.581769e-05
8.319999999999867e+00	7.282757e-01	2.052325e-02	7.591724e-05
8.329999999999867e+00	7.283205e-01	2.054575e-02	7.601680e-05
8.339999999999867e+00	7.283654e-01	2.056824e-02	7.611635e-05
8.349999999999866e+00	7.284102e-01	2.059073e-02	7.621590e-05
8.359999999999866e+00	7.284549e-01	2.061320e-02	7.631545e-05
8.369999999999866e+00	7.284996e-01	2.063566e-02	7.641500e-05
8.379999999999866e+00	7.285442e-01	2.065812e-02	7.651456e-05
8.389999999999866e+00	7.285888e-01	2.068057e-02	7.661411e-05
8.399999999999865e+00	7.286334e-01	2.070301e-02	7.671367e-05
8.409999999999865e+00	7.286779e-01	2.072544e-02	7.681322e-05
8.419999999999865e+00	7.287223e-01	2.074786e-02	7.691278e-05
8.429999999999865e+00	7.287667e-01	2.077027e-02	7.701233e-05
8.439999999999864e+00	7.288111e-01	2.079267e-02	7.711189e-05
8.449999999999864e+00	7.288554e-01	2.081507e-02	7.721144e-05
8.459999999999864e+00	7.288997e-01	2.083746e-02	7.731100e-05
8.469999999999864e+00	7.289439e-01	2.085983e-02	7.741056e-05
8.479999999999864e+00	7.289881e-01	2.088220e-02	7.751012e-05
8.489999999999863e+00	7.290322e-01	2.090456e-02	7.760968e-05
8.499999999999863e+00	7.290763e-01	2.092691e-02	7.770924e-05
8.509999999999863e+00	7.291203e-01	2.094926e-02	7.780880e-05
8.519999999999863e+00	7.291642e-01	2.097159e-02	7.790836e-05
8.529999999999863e+00	7.292082e-01	2.099391e-02	7.800792e-05
8.539999999999862e+00	7.292521e-01	2.101623e-02	7.810748e-05
8.549999999999862e+00	7.292959e-01	2.103854e-02	7.820704e-05
8.559999999999862e+00	7.293397e-01	2.106084e-02	7.830661e-05
8.569999999999862e+00	7.293835e-01	2.108313e-02	7.840616e-05
8.579999999999862e+00	7.294272e-01	2.110541e-02	7.850573e-05
8.589999999999861e+00	7.294708e-01	2.112768e-02	7.860529e-05
8.599999999999861e+00	7.295144e-01	2.114995e-02	7.870486e-05
8.609999999999861e+00	7.295580e-01	2.117220e-02	7.880442e-05
8.619999999999861e+00	7.296015e-01	2.119445e-02	7.890398e-05
8.629999999999860e+00	7.296450e-01	2.121669e-02	7.900355e-05
8.639999999999860e+00	7.296884e-01	2.123892e-02	7.910311e-05
8.649999999999860e+00	7.297318e-01	2.126114e-02	7.920268e-05
8.659999999999860e+00	7.297751e-01	2.128335e-02	7.930225e-05
8.669999999999860e+00	7.298184e-01	2.130556e-02	7.940181e-05
8.679999999999859e+00	7.298617e-01	2.132775e-02	7.950138e-05
8.689999999999859e+00	7.299049e-01	2.134994e-02	7.960095e-05
8.699999999999859e+00	7.299480e-01	2.137212e-02	7.970052e-05
8.709999999999859e+00	7.299911e-01	2.139429e-02	7.980009e-05
8.719999999999859e+00	7.300342e-01	2.141645e-02	7.989966e-05
8.729999999999858e+00	7.300773e-01	2.143860e-02	7.999923e-05
8.739999999999858e+00	7.301202e-01	2.146075e-02	8.009880e-05
8.749999999999858e+00	7.301632e-01	2.148288e-02	8.019837e-05
8.759999999999858e+00	7.302061e-01	2.150501e-02	8.029794e-05
8.769999999999857e+00	7.302489e-01	2.152713e-02	8.039751e-05
8.779999999999857e+00	7.302917e-01	2.154924e-02	8.049708e-05
8.789999999999857e+00	7.303345e-01	2.157134e-02	8.059666e-05
8.799999999999857e+00	7.303772e-01	2.159343e-02	8.069623e-05
8.809999999999857e+00	7.304199e-01	2.161552e-02	8.079580e-05
8.819999999999856e+00	7.304625e-01	2.163760e-02	8.089538e-05
8.829999999999856e+00	7.305051e-01	2.165966e-02	8.099495e-05
8.839999999999856e+00	7.305476e-01	2.168172e-02	8.109452e-05
8.849999999999856e+00	7.305901e-01	2.170377e-02	8.119410e-05
8.859999999999856e+00	7.306326e-01	2.172581e-02	8.129368e-05
8.869999999999855e+00	7.306750e-01	2.174785e-02	8.139325e-05
8.879999999999855e+00	7.307174e-01	2.176987e-02	8.149283e-05
8.889999999999855e+00	7.307597e-01	2.179189e-02	8.159240e-05
8.899999999999855e+00	7.308020e-01	2.181390e-02	8.169198e-05
8.909999999999854e+00	7.308442e-01	2.183590e-02	8.179156e-05
8.919999999999854e+00	7.308864e-01	2.185789e-02	8.189114e-05
8.929999999999854e+00	7.309286e-01	2.187987e-02	8.199071e-05
8.939999999999854e+00	7.309707e-01	2.190185e-02	8.209029e-05
8.949999999999854e+00	7.310128e-01	2.192382e-02	8.218987e-05
8.959999999999853e+00	7.310548e-01	2.194577e-02	8.228945e-05
8.969999999999853e+00	7.310968e-01	2.196772e-02	8.238903e-05
8.979999999999853e+00	7.311388e-01	2.198966e-02	8.248862e-05
8.989999999999853e+00	7.311807e-01	2.201160e-02	8.258819e-05
8.999999999999853e+00	7.312225e-01	2.203352e-02	8.268777e-05
9.009999999999852e+00	7.312644e-01	2.205544e-02	8.278736e-05
9.019999999999852e+00	7.313061e-01	2.207735e-02	8.288694e-05
9.029999999999852e+00	7.313479e-01	2.209925e-02	8.298652e-05
9.039999999999852e+00	7.313896e-01	2.212114e-02	8.308610e-05
9.049999999999851e+00	7.314312e-01	2.214302e-02	8.318569e-05
9.059999999999851e+00	7.314728e-01	2.216489e-02	8.328527e-05
9.069999999999851e+00	7.315144e-01	2.218676e-02	8.338485e-05
9.079999999999851e+00	7.315559e-01	2.220862e-02	8.348444e-05
9.089999999999851e+00	7.315974e-01	2.223047e-02	8.358403e-05
9.099999999999850e+00	7.316389e-01	2.225231e-02	8.368361e-05
9.109999999999850e+00	7.316803e-01	2.227414e-02	8.378320e-05
9.119999999999850e+00	7.317216e-01	2.229597e-02	8.388278e-05
9.129999999999850e+00	7.317630e-01	2.231778e-02	8.398237e-05
9.139999999999850e+00	7.318043e-01	2.233959e-02	8.408196e-05
9.149999999999849e+00	7.318456e-01	2.236139e-02	8.418154e-05
9.159999999999849e+00	7.318867e-01	2.238318e-02	8.428114e-05
9.169999999999849e+00	7.319279e-01	2.240497e-02	8.438072e-05
9.179999999999849e+00	7.319691e-01	2.242674e-02	8.448031e-05
9.189999999999849e+00	7.320101e-01	2.244851e-02	8.457990e-05
9.199999999999848e+00	7.320512e-01	2.247027e-02	8.467949e-05
9.209999999999848e+00	7.320922e-01	2.249202e-02	8.477908e-05
9.219999999999848e+00	7.321332e-01	2.251376e-02	8.487867e-05
9.229999999999848e+00	7.321741e-01	2.253549e-02	8.497826e-05
9.239999999999847e+00	7.322150e-01	2.255722e-02	8.507785e-05
9.249999999999847e+00	7.322558e-01	2.257893e-02	8.517744e-05
9.259999999999847e+00	7.322966e-01	2.260064e-02	8.527703e-05
9.269999999999847e+00	7.323374e-01	2.262235e-02	8.537663e-05
9.279999999999847e+00	7.323781e-01	2.264404e-02	8.547622e-05
9.289999999999846e+00	7.324188e-01	2.266572e-02	8.557581e-05
9.299999999999846e+00	7.324595e-01	2.268740e-02	8.567540e-05
9.309999999999846e+00	7.325001e-01	2.270907e-02	8.577500e-05
9.319999999999846e+00	7.325407e-01	2.273073e-02	8.587459e-05
9.329999999999846e+00	7.325812e-01	2.275238e-02	8.597418e-05
9.339999999999845e+00	7.326217e-01	2.277402e-02	8.607379e-05
9.349999999999845e+00	7.326621e-01	2.279566e-02	8.617338e-05
9.359999999999845e+00	7.327026e-01	2.281729e-02	8.627297e-05
9.369999999999845e+00	7.327430e-01	2.283891e-02	8.637257e-05
9.379999999999844e+00	7.327833e-01	2.286052e-02	8.647217e-05
9.389999999999844e+00	7.328236e-01	2.288212e-02	8.657177e-05
9.399999999999844e+00	7.328639e-01	2.290372e-02	8.667136e-05
9.409999999999844e+00	7.329041e-01	2.292530e-02	8.677096e-05
9.419999999999844e+00	7.329443e-01	2.294688e-02	8.687055e-05
9.429999999999843e+00	7.329845e-01	2.296845e-02	8.697015e-05
9.439999999999843e+00	7.330246e-01	2.299001e-02	8.706975e-05
9.449999999999843e+00	7.330647e-01	2.301157e-02	8.716936e-05
9.459999999999843e+00	7.331047e-01	2.303312e-02	8.726896e-05
9.469999999999843e+00	7.331447e-01	2.305466e-02	8.736855e-05
9.479999999999842e+00	7.331847e-01	2.307619e-02	8.746815e-05
9.489999999999842e+00	7.332246e-01	2.309771e-02	8.756775e-05
9.499999999999842e+00	7.332645e-01	2.311922e-02	8.766736e-05
9.509999999999842e+00	7.333043e-01	2.314073e-02	8.776696e-05
9.519999999999841e+00	7.333441e-01	2.316223e-02	8.786656e-05
9.529999999999841e+00	7.333840e-01	2.318372e-02	8.796616e-05
9.539999999999841e+00	7.334237e-01	2.320520e-02	8.806576e-05
9.549999999999841e+00	7.334634e-01	2.322667e-02	8.816537e-05
9.559999999999841e+00	7.335030e-01	2.324814e-02	8.826497e-05
9.569999999999840e+00	7.335427e-01	2.326960e-02	8.836457e-05
9.579999999999840e+00	7.335823e-01	2.329105e-02	8.846418e-05
9.589999999999840e+00	7.336218e-01	2.331249e-02	8.856378e-05
9.599999999999840e+00	7.336614e-01	2.333393e-02	8.866339e-05
9.609999999999840e+00	7.337008e-01	2.335535e-02	8.876299e-05
9.619999999999839e+00	7.337403e-01	2.337677e-02	8.886259e-05
9.629999999999839e+00	7.337797e-01	2.339818e-02	8.896220e-05
9.639999999999839e+00	7.338191e-01	2.341958e-02	8.906181e-05
9.649999999999839e+00	7.338584e-01	2.344098e-02	8.916142e-05
9.659999999999838e+00	7.338977e-01	2.346236e-02	8.926103e-05
9.669999999999838e+00	7.339370e-01	2.348374e-02	8.936063e-05
9.679999999999838e+00	7.339762e-01	2.350511e-02	8.946023e-05
9.689999999999838e+00	7.340154e-01	2.352647e-02	8.955985e-05
9.699999999999838e+00	7.340546e-01	2.354783e-02	8.965946e-05
9.709999999999837e+00	7.340937e-01	2.356918e-02	8.975907e-05
9.719999999999837e+00	7.341328e-01	2.359052e-02	8.985867e-05
9.729999999999837e+00	7.341718e-01	2.361185e-02	8.995828e-05
9.739999999999837e+00	7.342108e-01	2.363317e-02	9.005789e-05
9.749999999999837e+00	7.342498e-01	2.365449e-02	9.015750e-05
9.759999999999836e+00	7.342888e-01	2.367579e-02	9.025711e-05
9.769999999999836e+00	7.343277e-01	2.369709e-02	9.035673e-05
9.779999999999836e+00	7.343665e-01	2.371838e-02	9.045633e-05
9.789999999999836e+00	7.344053e-01	2.373967e-02	9.055595e-05
9.799999999999836e+00	7.344441e-01	2.376094e-02	9.065556e-05
9.809999999999835e+00	7.344829e-01	2.378221e-02	9.075517e-05
9.819999999999835e+00	7.345217e-01	2.380347e-02	9.085478e-05
9.829999999999835e+00	7.345604e-01	2.382473e-02	9.095440e-05
9.839999999999835e+00	7.345990e-01	2.384597e-02	9.105401e-05
9.849999999999834e+00	7.346377e-01	2.386720e-02	9.115363e-05
9.859999999999834e+00	7.346762e-01	2.388844e-02	9.125323e-05
9.869999999999834e+00	7.347148e-01	2.390966e-02	9.135285e-05
9.879999999999834e+00	7.347533e-01	2.393087e-02	9.145246e-05
9.889999999999834e+00	7.347918e-01	2.395207e-02	9.155208e-05
9.899999999999833e+00	7.348303e-01	2.397327e-02	9.165169e-05
9.909999999999833e+00	7.348687e-01	2.399446e-02	9.175131e-05
9.919999999999833e+00	7.349071e-01	2.401564e-02	9.185093e-05
9.929999999999833e+00	7.349454e-01	2.403682e-02	9.195055e-05
9.939999999999833e+00	7.349837e-01	2.405798e-02	9.205016e-05
9.949999999999832e+00	7.350220e-01	2.407914e-02	9.214978e-05
9.959999999999832e+00	7.350603e-01	2.410029e-02	9.224940e-05
9.969999999999832e+00	7.350985e-01	2.412144e-02	9.234902e-05
9.979999999999832e+00	7.351367e-01	2.414257e-02	9.244863e-05
9.989999999999831e+00	7.351748e-01	2.416370e-02	9.254825e-05
1.000000000000000e+01	7.352129e-01	2.418482e-02	9.264787e-05
