VDD	I(RB)
Step Information: V1=0  (Step: 1/6)
4.120000000000000e+00	3.605398e-06
4.130000000000000e+00	3.605398e-06
4.140000000000000e+00	3.605397e-06
4.150000000000000e+00	3.605396e-06
4.160000000000000e+00	3.605396e-06
4.170000000000000e+00	3.605395e-06
4.180000000000000e+00	3.605394e-06
4.190000000000000e+00	3.605393e-06
4.200000000000000e+00	3.605393e-06
4.210000000000000e+00	3.605392e-06
4.220000000000000e+00	3.605391e-06
4.230000000000000e+00	3.605391e-06
4.240000000000000e+00	3.605390e-06
4.250000000000000e+00	3.605389e-06
4.260000000000000e+00	3.605388e-06
4.270000000000000e+00	3.605388e-06
4.280000000000000e+00	3.605387e-06
4.290000000000000e+00	3.605386e-06
4.300000000000000e+00	3.605385e-06
4.310000000000000e+00	3.605385e-06
4.320000000000000e+00	3.605384e-06
4.330000000000000e+00	3.605383e-06
4.340000000000000e+00	3.605383e-06
4.350000000000001e+00	3.605382e-06
4.360000000000000e+00	3.605381e-06
4.370000000000000e+00	3.605380e-06
4.380000000000000e+00	3.605380e-06
4.390000000000000e+00	3.605379e-06
4.400000000000000e+00	3.605378e-06
4.410000000000000e+00	3.605378e-06
4.420000000000000e+00	3.605377e-06
4.430000000000000e+00	3.605376e-06
4.440000000000000e+00	3.605375e-06
4.450000000000000e+00	3.605375e-06
4.460000000000000e+00	3.605374e-06
4.470000000000000e+00	3.605373e-06
4.480000000000000e+00	3.605373e-06
4.490000000000000e+00	3.605372e-06
4.500000000000000e+00	3.605371e-06
4.510000000000000e+00	3.605370e-06
4.520000000000000e+00	3.605370e-06
4.530000000000000e+00	3.605369e-06
4.540000000000000e+00	3.605368e-06
4.550000000000000e+00	3.605368e-06
4.560000000000000e+00	3.605367e-06
4.570000000000000e+00	3.605366e-06
4.580000000000000e+00	3.605365e-06
4.590000000000000e+00	3.605365e-06
4.600000000000001e+00	3.605364e-06
4.610000000000000e+00	3.605363e-06
4.620000000000000e+00	3.605363e-06
4.630000000000000e+00	3.605362e-06
4.640000000000000e+00	3.605361e-06
4.650000000000000e+00	3.605360e-06
4.660000000000000e+00	3.605360e-06
4.670000000000000e+00	3.605359e-06
4.680000000000000e+00	3.605358e-06
4.690000000000000e+00	3.605358e-06
4.700000000000000e+00	3.605357e-06
4.710000000000000e+00	3.605356e-06
4.720000000000000e+00	3.605355e-06
4.730000000000000e+00	3.605355e-06
4.740000000000000e+00	3.605354e-06
4.750000000000000e+00	3.605353e-06
4.760000000000000e+00	3.605353e-06
4.770000000000000e+00	3.605352e-06
4.780000000000000e+00	3.605351e-06
4.790000000000000e+00	3.605350e-06
4.800000000000000e+00	3.605350e-06
4.810000000000000e+00	3.605349e-06
4.820000000000000e+00	3.605348e-06
4.830000000000000e+00	3.605348e-06
4.840000000000000e+00	3.605347e-06
4.850000000000001e+00	3.605346e-06
4.860000000000000e+00	3.605345e-06
4.870000000000000e+00	3.605345e-06
4.880000000000000e+00	3.605344e-06
4.890000000000000e+00	3.605343e-06
4.900000000000000e+00	3.605342e-06
4.910000000000000e+00	3.605342e-06
4.920000000000000e+00	3.605341e-06
4.930000000000000e+00	3.605340e-06
4.940000000000000e+00	3.605340e-06
4.950000000000000e+00	3.605339e-06
4.960000000000000e+00	3.605338e-06
4.970000000000000e+00	3.605337e-06
4.980000000000000e+00	3.605337e-06
4.990000000000000e+00	3.605336e-06
5.000000000000000e+00	3.605335e-06
5.010000000000000e+00	3.605335e-06
5.020000000000000e+00	3.605334e-06
5.030000000000000e+00	3.605333e-06
5.040000000000000e+00	3.605332e-06
5.050000000000000e+00	3.605332e-06
5.060000000000000e+00	3.605331e-06
5.070000000000000e+00	3.605330e-06
5.080000000000000e+00	3.605330e-06
5.090000000000000e+00	3.605329e-06
5.100000000000001e+00	3.605328e-06
5.110000000000000e+00	3.605327e-06
5.120000000000000e+00	3.605327e-06
5.130000000000000e+00	3.605326e-06
5.140000000000000e+00	3.605325e-06
5.150000000000000e+00	3.605325e-06
5.160000000000000e+00	3.605324e-06
5.170000000000000e+00	3.605323e-06
5.180000000000000e+00	3.605322e-06
5.190000000000000e+00	3.605322e-06
5.200000000000000e+00	3.605321e-06
5.210000000000000e+00	3.605320e-06
5.220000000000000e+00	3.605320e-06
5.230000000000000e+00	3.605319e-06
5.240000000000000e+00	3.605318e-06
5.250000000000000e+00	3.605317e-06
5.260000000000000e+00	3.605317e-06
5.270000000000000e+00	3.605316e-06
5.280000000000000e+00	3.605315e-06
5.290000000000000e+00	3.605315e-06
5.300000000000000e+00	3.605314e-06
5.310000000000000e+00	3.605313e-06
5.320000000000000e+00	3.605312e-06
5.330000000000000e+00	3.605312e-06
5.340000000000000e+00	3.605311e-06
5.350000000000001e+00	3.605310e-06
5.360000000000000e+00	3.605310e-06
5.370000000000000e+00	3.605309e-06
5.380000000000000e+00	3.605308e-06
5.390000000000000e+00	3.605307e-06
5.400000000000000e+00	3.605307e-06
5.410000000000000e+00	3.605306e-06
5.420000000000000e+00	3.605305e-06
5.430000000000000e+00	3.605305e-06
5.440000000000000e+00	3.605304e-06
5.450000000000000e+00	3.605303e-06
5.460000000000000e+00	3.605302e-06
5.470000000000000e+00	3.605302e-06
5.480000000000000e+00	3.605301e-06
5.490000000000000e+00	3.605300e-06
5.500000000000000e+00	3.605299e-06
5.510000000000000e+00	3.605299e-06
5.520000000000000e+00	3.605298e-06
5.530000000000000e+00	3.605297e-06
5.540000000000000e+00	3.605297e-06
5.550000000000000e+00	3.605296e-06
5.560000000000000e+00	3.605295e-06
5.570000000000000e+00	3.605294e-06
5.580000000000000e+00	3.605294e-06
5.590000000000000e+00	3.605293e-06
5.600000000000001e+00	3.605292e-06
5.610000000000000e+00	3.605292e-06
5.620000000000000e+00	3.605291e-06
5.630000000000000e+00	3.605290e-06
5.640000000000000e+00	3.605289e-06
5.650000000000000e+00	3.605289e-06
5.660000000000000e+00	3.605288e-06
5.670000000000000e+00	3.605287e-06
5.680000000000000e+00	3.605287e-06
5.690000000000000e+00	3.605286e-06
5.700000000000000e+00	3.605285e-06
5.710000000000000e+00	3.605284e-06
5.720000000000000e+00	3.605284e-06
5.730000000000000e+00	3.605283e-06
5.740000000000000e+00	3.605282e-06
5.750000000000000e+00	3.605281e-06
5.760000000000000e+00	3.605281e-06
5.770000000000000e+00	3.605280e-06
5.780000000000000e+00	3.605279e-06
5.790000000000000e+00	3.605279e-06
5.800000000000000e+00	3.605278e-06
5.810000000000000e+00	3.605277e-06
5.820000000000000e+00	3.605276e-06
5.830000000000000e+00	3.605276e-06
5.840000000000000e+00	3.605275e-06
5.850000000000001e+00	3.605274e-06
5.860000000000000e+00	3.605274e-06
5.870000000000000e+00	3.605273e-06
5.880000000000000e+00	3.605272e-06
5.890000000000000e+00	3.605271e-06
5.900000000000000e+00	3.605271e-06
5.910000000000000e+00	3.605270e-06
5.920000000000000e+00	3.605269e-06
5.930000000000000e+00	3.605269e-06
5.940000000000000e+00	3.605268e-06
5.950000000000000e+00	3.605267e-06
5.960000000000000e+00	3.605266e-06
5.970000000000000e+00	3.605266e-06
5.980000000000000e+00	3.605265e-06
5.990000000000000e+00	3.605264e-06
6.000000000000000e+00	3.605263e-06
6.010000000000000e+00	3.605263e-06
6.020000000000000e+00	3.605262e-06
6.030000000000000e+00	3.605261e-06
6.040000000000000e+00	3.605261e-06
6.050000000000000e+00	3.605260e-06
6.060000000000000e+00	3.605259e-06
6.070000000000000e+00	3.605258e-06
6.080000000000000e+00	3.605258e-06
6.090000000000000e+00	3.605257e-06
6.100000000000001e+00	3.605256e-06
6.110000000000000e+00	3.605256e-06
6.120000000000000e+00	3.605255e-06
6.130000000000000e+00	3.605254e-06
6.140000000000001e+00	3.605253e-06
6.150000000000000e+00	3.605253e-06
6.160000000000000e+00	3.605252e-06
6.170000000000000e+00	3.605251e-06
6.180000000000000e+00	3.605251e-06
6.190000000000000e+00	3.605250e-06
6.200000000000000e+00	3.605249e-06
6.210000000000000e+00	3.605248e-06
6.220000000000000e+00	3.605248e-06
6.230000000000000e+00	3.605247e-06
6.240000000000000e+00	3.605246e-06
6.250000000000000e+00	3.605246e-06
6.260000000000000e+00	3.605245e-06
6.270000000000000e+00	3.605244e-06
6.280000000000000e+00	3.605243e-06
6.290000000000000e+00	3.605243e-06
6.300000000000000e+00	3.605242e-06
6.310000000000000e+00	3.605241e-06
6.320000000000000e+00	3.605240e-06
6.330000000000000e+00	3.605240e-06
6.340000000000000e+00	3.605239e-06
6.350000000000001e+00	3.605238e-06
6.360000000000000e+00	3.605238e-06
6.370000000000000e+00	3.605237e-06
6.380000000000000e+00	3.605236e-06
6.390000000000001e+00	3.605235e-06
6.400000000000000e+00	3.605235e-06
6.410000000000000e+00	3.605234e-06
6.420000000000000e+00	3.605233e-06
6.430000000000000e+00	3.605233e-06
6.440000000000000e+00	3.605232e-06
6.450000000000000e+00	3.605231e-06
6.460000000000000e+00	3.605230e-06
6.470000000000000e+00	3.605230e-06
6.480000000000000e+00	3.605229e-06
6.490000000000000e+00	3.605228e-06
6.500000000000000e+00	3.605228e-06
6.510000000000000e+00	3.605227e-06
6.520000000000000e+00	3.605226e-06
6.530000000000000e+00	3.605225e-06
6.540000000000000e+00	3.605225e-06
6.550000000000000e+00	3.605224e-06
6.560000000000000e+00	3.605223e-06
6.570000000000000e+00	3.605222e-06
6.580000000000000e+00	3.605222e-06
6.590000000000000e+00	3.605221e-06
6.600000000000001e+00	3.605220e-06
6.610000000000000e+00	3.605220e-06
6.620000000000000e+00	3.605219e-06
6.630000000000000e+00	3.605218e-06
6.640000000000001e+00	3.605217e-06
6.650000000000000e+00	3.605217e-06
6.660000000000000e+00	3.605216e-06
6.670000000000000e+00	3.605215e-06
6.680000000000000e+00	3.605215e-06
6.690000000000000e+00	3.605214e-06
6.700000000000000e+00	3.605213e-06
6.710000000000000e+00	3.605212e-06
6.720000000000000e+00	3.605212e-06
6.730000000000000e+00	3.605211e-06
6.740000000000000e+00	3.605210e-06
6.750000000000000e+00	3.605210e-06
6.760000000000000e+00	3.605209e-06
6.770000000000000e+00	3.605208e-06
6.780000000000000e+00	3.605207e-06
6.790000000000000e+00	3.605207e-06
6.800000000000000e+00	3.605206e-06
6.810000000000000e+00	3.605205e-06
6.820000000000000e+00	3.605204e-06
6.830000000000000e+00	3.605204e-06
6.840000000000000e+00	3.605203e-06
6.850000000000001e+00	3.605202e-06
6.860000000000000e+00	3.605202e-06
6.870000000000000e+00	3.605201e-06
6.880000000000000e+00	3.605200e-06
6.890000000000001e+00	3.605199e-06
6.900000000000000e+00	3.605199e-06
6.910000000000000e+00	3.605198e-06
6.920000000000000e+00	3.605197e-06
6.930000000000000e+00	3.605197e-06
6.940000000000000e+00	3.605196e-06
6.950000000000000e+00	3.605195e-06
6.960000000000000e+00	3.605194e-06
6.970000000000000e+00	3.605194e-06
6.980000000000000e+00	3.605193e-06
6.990000000000000e+00	3.605192e-06
7.000000000000000e+00	3.605192e-06
7.010000000000000e+00	3.605191e-06
7.020000000000000e+00	3.605190e-06
7.030000000000000e+00	3.605189e-06
7.040000000000000e+00	3.605189e-06
7.050000000000000e+00	3.605188e-06
7.060000000000000e+00	3.605187e-06
7.070000000000000e+00	3.605187e-06
7.080000000000000e+00	3.605186e-06
7.090000000000000e+00	3.605185e-06
7.100000000000001e+00	3.605184e-06
7.110000000000000e+00	3.605184e-06
7.120000000000000e+00	3.605183e-06
7.130000000000000e+00	3.605182e-06
7.140000000000001e+00	3.605182e-06
7.150000000000000e+00	3.605181e-06
7.160000000000000e+00	3.605180e-06
7.170000000000000e+00	3.605179e-06
7.180000000000000e+00	3.605179e-06
7.190000000000000e+00	3.605178e-06
7.200000000000000e+00	3.605177e-06
7.210000000000000e+00	3.605177e-06
7.220000000000000e+00	3.605176e-06
7.230000000000000e+00	3.605175e-06
7.240000000000000e+00	3.605174e-06
7.250000000000000e+00	3.605174e-06
7.260000000000000e+00	3.605173e-06
7.270000000000000e+00	3.605172e-06
7.280000000000000e+00	3.605172e-06
7.290000000000000e+00	3.605171e-06
7.300000000000000e+00	3.605170e-06
7.310000000000000e+00	3.605169e-06
7.320000000000000e+00	3.605169e-06
7.330000000000000e+00	3.605168e-06
7.340000000000000e+00	3.605167e-06
7.350000000000001e+00	3.605167e-06
7.360000000000000e+00	3.605166e-06
7.370000000000000e+00	3.605165e-06
7.380000000000000e+00	3.605164e-06
7.390000000000001e+00	3.605164e-06
7.400000000000000e+00	3.605163e-06
7.410000000000000e+00	3.605162e-06
7.420000000000000e+00	3.605162e-06
7.430000000000000e+00	3.605161e-06
7.440000000000000e+00	3.605160e-06
7.450000000000000e+00	3.605159e-06
7.460000000000000e+00	3.605159e-06
7.470000000000000e+00	3.605158e-06
7.480000000000000e+00	3.605157e-06
7.490000000000000e+00	3.605157e-06
7.500000000000000e+00	3.605156e-06
7.510000000000000e+00	3.605155e-06
7.520000000000000e+00	3.605154e-06
7.530000000000000e+00	3.605154e-06
7.540000000000000e+00	3.605153e-06
7.550000000000000e+00	3.605152e-06
7.560000000000000e+00	3.605152e-06
7.570000000000000e+00	3.605151e-06
7.580000000000000e+00	3.605150e-06
7.590000000000000e+00	3.605149e-06
7.600000000000001e+00	3.605149e-06
7.610000000000000e+00	3.605148e-06
7.620000000000000e+00	3.605147e-06
7.630000000000000e+00	3.605147e-06
7.640000000000001e+00	3.605146e-06
7.650000000000000e+00	3.605145e-06
7.660000000000000e+00	3.605144e-06
7.670000000000000e+00	3.605144e-06
7.680000000000000e+00	3.605143e-06
7.690000000000000e+00	3.605142e-06
7.700000000000000e+00	3.605142e-06
7.710000000000000e+00	3.605141e-06
7.720000000000000e+00	3.605140e-06
7.730000000000000e+00	3.605139e-06
7.740000000000000e+00	3.605139e-06
7.750000000000000e+00	3.605138e-06
7.760000000000000e+00	3.605137e-06
7.770000000000000e+00	3.605136e-06
7.780000000000000e+00	3.605136e-06
7.790000000000000e+00	3.605135e-06
7.800000000000000e+00	3.605134e-06
7.810000000000000e+00	3.605134e-06
7.820000000000000e+00	3.605133e-06
7.830000000000000e+00	3.605132e-06
7.840000000000000e+00	3.605131e-06
7.850000000000001e+00	3.605131e-06
7.860000000000000e+00	3.605130e-06
7.870000000000000e+00	3.605129e-06
7.880000000000000e+00	3.605129e-06
7.890000000000001e+00	3.605128e-06
7.900000000000000e+00	3.605127e-06
7.910000000000000e+00	3.605126e-06
7.920000000000000e+00	3.605126e-06
7.930000000000001e+00	3.605125e-06
7.940000000000000e+00	3.605124e-06
7.950000000000000e+00	3.605124e-06
7.960000000000000e+00	3.605123e-06
7.970000000000000e+00	3.605122e-06
7.980000000000000e+00	3.605121e-06
7.990000000000000e+00	3.605121e-06
8.000000000000000e+00	3.605120e-06
8.010000000000000e+00	3.605119e-06
8.020000000000000e+00	3.605118e-06
8.029999999999999e+00	3.605118e-06
8.040000000000001e+00	3.605117e-06
8.050000000000001e+00	3.605116e-06
8.060000000000000e+00	3.605116e-06
8.070000000000000e+00	3.605115e-06
8.080000000000000e+00	3.605114e-06
8.090000000000000e+00	3.605113e-06
8.100000000000000e+00	3.605113e-06
8.109999999999999e+00	3.605112e-06
8.120000000000001e+00	3.605111e-06
8.130000000000001e+00	3.605111e-06
8.140000000000001e+00	3.605110e-06
8.150000000000000e+00	3.605109e-06
8.160000000000000e+00	3.605108e-06
8.170000000000000e+00	3.605108e-06
8.180000000000000e+00	3.605107e-06
8.190000000000000e+00	3.605106e-06
8.199999999999999e+00	3.605106e-06
8.210000000000001e+00	3.605105e-06
8.220000000000001e+00	3.605104e-06
8.230000000000000e+00	3.605103e-06
8.240000000000000e+00	3.605103e-06
8.250000000000000e+00	3.605102e-06
8.260000000000000e+00	3.605101e-06
8.270000000000000e+00	3.605100e-06
8.279999999999999e+00	3.605100e-06
8.290000000000001e+00	3.605099e-06
8.300000000000001e+00	3.605098e-06
8.310000000000000e+00	3.605098e-06
8.320000000000000e+00	3.605097e-06
8.330000000000000e+00	3.605096e-06
8.340000000000000e+00	3.605095e-06
8.350000000000000e+00	3.605095e-06
8.359999999999999e+00	3.605094e-06
8.370000000000001e+00	3.605093e-06
8.380000000000001e+00	3.605093e-06
8.390000000000001e+00	3.605092e-06
8.400000000000000e+00	3.605091e-06
8.410000000000000e+00	3.605090e-06
8.420000000000000e+00	3.605090e-06
8.430000000000000e+00	3.605089e-06
8.440000000000000e+00	3.605088e-06
8.449999999999999e+00	3.605088e-06
8.460000000000001e+00	3.605087e-06
8.470000000000001e+00	3.605086e-06
8.480000000000000e+00	3.605085e-06
8.490000000000000e+00	3.605085e-06
8.500000000000000e+00	3.605084e-06
8.510000000000000e+00	3.605083e-06
8.520000000000000e+00	3.605083e-06
8.529999999999999e+00	3.605082e-06
8.540000000000001e+00	3.605081e-06
8.550000000000001e+00	3.605080e-06
8.560000000000000e+00	3.605080e-06
8.570000000000000e+00	3.605079e-06
8.580000000000000e+00	3.605078e-06
8.590000000000000e+00	3.605077e-06
8.600000000000000e+00	3.605077e-06
8.609999999999999e+00	3.605076e-06
8.620000000000001e+00	3.605075e-06
8.630000000000001e+00	3.605075e-06
8.640000000000001e+00	3.605074e-06
8.650000000000000e+00	3.605073e-06
8.660000000000000e+00	3.605072e-06
8.670000000000000e+00	3.605072e-06
8.680000000000000e+00	3.605071e-06
8.690000000000000e+00	3.605070e-06
8.700000000000001e+00	3.605070e-06
8.710000000000001e+00	3.605069e-06
8.720000000000001e+00	3.605068e-06
8.730000000000000e+00	3.605067e-06
8.740000000000000e+00	3.605067e-06
8.750000000000000e+00	3.605066e-06
8.760000000000000e+00	3.605065e-06
8.770000000000000e+00	3.605065e-06
8.779999999999999e+00	3.605064e-06
8.790000000000001e+00	3.605063e-06
8.800000000000001e+00	3.605062e-06
8.810000000000000e+00	3.605062e-06
8.820000000000000e+00	3.605061e-06
8.830000000000000e+00	3.605060e-06
8.840000000000000e+00	3.605059e-06
8.850000000000000e+00	3.605059e-06
8.859999999999999e+00	3.605058e-06
8.870000000000001e+00	3.605057e-06
8.880000000000001e+00	3.605057e-06
8.890000000000001e+00	3.605056e-06
8.900000000000000e+00	3.605055e-06
8.910000000000000e+00	3.605054e-06
8.920000000000000e+00	3.605054e-06
8.930000000000000e+00	3.605053e-06
8.940000000000000e+00	3.605052e-06
8.950000000000001e+00	3.605052e-06
8.960000000000001e+00	3.605051e-06
8.970000000000001e+00	3.605050e-06
8.980000000000000e+00	3.605049e-06
8.990000000000000e+00	3.605049e-06
9.000000000000000e+00	3.605048e-06
9.010000000000000e+00	3.605047e-06
9.020000000000000e+00	3.605047e-06
9.029999999999999e+00	3.605046e-06
9.040000000000001e+00	3.605045e-06
9.050000000000001e+00	3.605044e-06
9.060000000000000e+00	3.605044e-06
9.070000000000000e+00	3.605043e-06
9.080000000000000e+00	3.605042e-06
9.090000000000000e+00	3.605041e-06
9.100000000000000e+00	3.605041e-06
9.109999999999999e+00	3.605040e-06
9.120000000000001e+00	3.605039e-06
9.130000000000001e+00	3.605039e-06
9.140000000000001e+00	3.605038e-06
9.150000000000000e+00	3.605037e-06
9.160000000000000e+00	3.605036e-06
9.170000000000000e+00	3.605036e-06
9.180000000000000e+00	3.605035e-06
9.190000000000000e+00	3.605034e-06
9.200000000000001e+00	3.605034e-06
9.210000000000001e+00	3.605033e-06
9.220000000000001e+00	3.605032e-06
9.230000000000000e+00	3.605031e-06
9.240000000000000e+00	3.605031e-06
9.250000000000000e+00	3.605030e-06
9.260000000000000e+00	3.605029e-06
9.270000000000000e+00	3.605029e-06
9.279999999999999e+00	3.605028e-06
9.290000000000001e+00	3.605027e-06
9.300000000000001e+00	3.605026e-06
9.310000000000000e+00	3.605026e-06
9.320000000000000e+00	3.605025e-06
9.330000000000000e+00	3.605024e-06
9.340000000000000e+00	3.605024e-06
9.350000000000000e+00	3.605023e-06
9.359999999999999e+00	3.605022e-06
9.370000000000001e+00	3.605021e-06
9.380000000000001e+00	3.605021e-06
9.390000000000001e+00	3.605020e-06
9.400000000000000e+00	3.605019e-06
9.410000000000000e+00	3.605018e-06
9.420000000000000e+00	3.605018e-06
9.430000000000000e+00	3.605017e-06
9.440000000000000e+00	3.605016e-06
9.450000000000001e+00	3.605016e-06
9.460000000000001e+00	3.605015e-06
9.470000000000001e+00	3.605014e-06
9.480000000000000e+00	3.605013e-06
9.490000000000000e+00	3.605013e-06
9.500000000000000e+00	3.605012e-06
9.510000000000000e+00	3.605011e-06
9.520000000000000e+00	3.605011e-06
9.529999999999999e+00	3.605010e-06
9.540000000000001e+00	3.605009e-06
9.550000000000001e+00	3.605008e-06
9.560000000000000e+00	3.605008e-06
9.570000000000000e+00	3.605007e-06
9.580000000000000e+00	3.605006e-06
9.590000000000000e+00	3.605006e-06
9.600000000000000e+00	3.605005e-06
9.609999999999999e+00	3.605004e-06
9.620000000000001e+00	3.605003e-06
9.630000000000001e+00	3.605003e-06
9.640000000000001e+00	3.605002e-06
9.650000000000000e+00	3.605001e-06
9.660000000000000e+00	3.605001e-06
9.670000000000000e+00	3.605000e-06
9.680000000000000e+00	3.604999e-06
9.690000000000000e+00	3.604998e-06
9.700000000000001e+00	3.604998e-06
9.710000000000001e+00	3.604997e-06
9.720000000000001e+00	3.604996e-06
9.730000000000000e+00	3.604996e-06
9.740000000000000e+00	3.604995e-06
9.750000000000000e+00	3.604994e-06
9.760000000000000e+00	3.604993e-06
9.770000000000000e+00	3.604993e-06
9.779999999999999e+00	3.604992e-06
9.790000000000001e+00	3.604991e-06
9.800000000000001e+00	3.604991e-06
9.810000000000000e+00	3.604990e-06
9.820000000000000e+00	3.604989e-06
9.830000000000000e+00	3.604988e-06
9.840000000000000e+00	3.604988e-06
9.850000000000000e+00	3.604987e-06
9.859999999999999e+00	3.604986e-06
9.870000000000001e+00	3.604986e-06
9.880000000000001e+00	3.604985e-06
9.890000000000001e+00	3.604984e-06
9.900000000000000e+00	3.604983e-06
9.910000000000000e+00	3.604983e-06
9.920000000000000e+00	3.604982e-06
9.930000000000000e+00	3.604981e-06
9.940000000000000e+00	3.604981e-06
9.950000000000001e+00	3.604980e-06
9.960000000000001e+00	3.604979e-06
9.970000000000001e+00	3.604978e-06
9.980000000000000e+00	3.604978e-06
9.990000000000000e+00	3.604977e-06
1.000000000000000e+01	3.604976e-06
Step Information: V1=2  (Step: 3/6)
0.000000000000000e+00	1.426258e-05
1.000000000000000e-02	1.420676e-05
2.000000000000000e-02	1.415578e-05
3.000000000000000e-02	1.410930e-05
4.000000000000000e-02	1.406689e-05
5.000000000000000e-02	1.402811e-05
6.000000000000000e-02	1.399255e-05
7.000000000000001e-02	1.395986e-05
8.000000000000000e-02	1.392968e-05
9.000000000000000e-02	1.390175e-05
1.000000000000000e-01	1.387579e-05
1.100000000000000e-01	1.385159e-05
1.200000000000000e-01	1.382896e-05
1.300000000000000e-01	1.380773e-05
1.400000000000000e-01	1.378775e-05
1.500000000000000e-01	1.376891e-05
1.600000000000000e-01	1.375108e-05
1.700000000000000e-01	1.373419e-05
1.800000000000000e-01	1.371814e-05
1.900000000000000e-01	1.370285e-05
2.000000000000000e-01	1.368827e-05
2.100000000000000e-01	1.367434e-05
2.200000000000000e-01	1.366100e-05
2.300000000000000e-01	1.364821e-05
2.400000000000000e-01	1.363593e-05
2.500000000000000e-01	1.362413e-05
2.600000000000000e-01	1.361276e-05
2.700000000000000e-01	1.360180e-05
2.800000000000000e-01	1.359122e-05
2.900000000000000e-01	1.358100e-05
3.000000000000000e-01	1.357112e-05
3.100000000000000e-01	1.356155e-05
3.200000000000000e-01	1.355228e-05
3.300000000000000e-01	1.354328e-05
3.400000000000000e-01	1.353456e-05
3.500000000000000e-01	1.352608e-05
3.600000000000000e-01	1.351783e-05
3.700000000000000e-01	1.350981e-05
3.800000000000000e-01	1.350201e-05
3.900000000000000e-01	1.349440e-05
4.000000000000000e-01	1.348699e-05
4.100000000000000e-01	1.347976e-05
4.200000000000000e-01	1.347271e-05
4.300000000000000e-01	1.346583e-05
4.400000000000000e-01	1.345910e-05
4.500000000000000e-01	1.345253e-05
4.600000000000000e-01	1.344611e-05
4.700000000000000e-01	1.343983e-05
4.800000000000000e-01	1.343368e-05
4.900000000000000e-01	1.342766e-05
5.000000000000000e-01	1.342178e-05
5.100000000000000e-01	1.341601e-05
5.200000000000000e-01	1.341036e-05
5.300000000000000e-01	1.340482e-05
5.400000000000000e-01	1.339939e-05
5.500000000000000e-01	1.339407e-05
5.600000000000001e-01	1.338885e-05
5.700000000000001e-01	1.338372e-05
5.800000000000000e-01	1.337870e-05
5.900000000000000e-01	1.337377e-05
6.000000000000000e-01	1.336893e-05
6.100000000000000e-01	1.336419e-05
6.200000000000000e-01	1.335952e-05
6.300000000000000e-01	1.335495e-05
6.400000000000000e-01	1.335046e-05
6.500000000000000e-01	1.334605e-05
6.600000000000000e-01	1.334172e-05
6.700000000000000e-01	1.333747e-05
6.800000000000000e-01	1.333330e-05
6.900000000000001e-01	1.332921e-05
7.000000000000001e-01	1.332520e-05
7.100000000000000e-01	1.332126e-05
7.200000000000000e-01	1.331740e-05
7.300000000000000e-01	1.331361e-05
7.400000000000000e-01	1.330991e-05
7.500000000000000e-01	1.330628e-05
7.600000000000000e-01	1.330273e-05
7.700000000000000e-01	1.329926e-05
7.800000000000000e-01	1.329587e-05
7.900000000000000e-01	1.329257e-05
8.000000000000000e-01	1.328936e-05
8.100000000000001e-01	1.328624e-05
8.200000000000001e-01	1.328321e-05
8.300000000000001e-01	1.328029e-05
8.400000000000000e-01	1.327748e-05
8.500000000000000e-01	1.327478e-05
8.600000000000000e-01	1.327220e-05
8.700000000000000e-01	1.326976e-05
8.800000000000000e-01	1.326746e-05
8.900000000000000e-01	1.326532e-05
9.000000000000000e-01	1.326335e-05
9.100000000000000e-01	1.326156e-05
9.200000000000000e-01	1.325996e-05
9.300000000000000e-01	1.325856e-05
9.400000000000001e-01	1.325736e-05
9.500000000000001e-01	1.325635e-05
9.600000000000000e-01	1.325553e-05
9.700000000000000e-01	1.325488e-05
9.800000000000000e-01	1.325437e-05
9.900000000000000e-01	1.325399e-05
1.000000000000000e+00	1.325370e-05
1.010000000000000e+00	1.325348e-05
1.020000000000000e+00	1.325332e-05
1.030000000000000e+00	1.325321e-05
1.040000000000000e+00	1.325312e-05
1.050000000000000e+00	1.325306e-05
1.060000000000000e+00	1.325302e-05
1.070000000000000e+00	1.325298e-05
1.080000000000000e+00	1.325296e-05
1.090000000000000e+00	1.325294e-05
1.100000000000000e+00	1.325293e-05
1.110000000000000e+00	1.325292e-05
1.120000000000000e+00	1.325291e-05
1.130000000000000e+00	1.325290e-05
1.140000000000000e+00	1.325289e-05
1.150000000000000e+00	1.325289e-05
1.160000000000000e+00	1.325289e-05
1.170000000000000e+00	1.325288e-05
1.180000000000000e+00	1.325288e-05
1.190000000000000e+00	1.325287e-05
1.200000000000000e+00	1.325287e-05
1.210000000000000e+00	1.325287e-05
1.220000000000000e+00	1.325287e-05
1.230000000000000e+00	1.325286e-05
1.240000000000000e+00	1.325286e-05
1.250000000000000e+00	1.325286e-05
1.260000000000000e+00	1.325285e-05
1.270000000000000e+00	1.325285e-05
1.280000000000000e+00	1.325285e-05
1.290000000000000e+00	1.325285e-05
1.300000000000000e+00	1.325284e-05
1.310000000000000e+00	1.325284e-05
1.320000000000000e+00	1.325284e-05
1.330000000000000e+00	1.325284e-05
1.340000000000000e+00	1.325283e-05
1.350000000000000e+00	1.325283e-05
1.360000000000000e+00	1.325283e-05
1.370000000000000e+00	1.325282e-05
1.380000000000000e+00	1.325282e-05
1.390000000000000e+00	1.325282e-05
1.400000000000000e+00	1.325282e-05
1.410000000000000e+00	1.325281e-05
1.420000000000000e+00	1.325281e-05
1.430000000000000e+00	1.325281e-05
1.440000000000000e+00	1.325281e-05
