V(CE_0)	I(C0)	V(CE_1)	I(C1)	V(CE2)	I(C2)	V(CE3)	I(C3)	V(CE4)	I(C4)	V(CE5)	I(C5)
1.86	1.950074E-12	1.653098	0.00103451	1.119748	0.003701262	0.6046641	0.006276679	0.1941068	0.008329464	0.1447946	0.008576027
1.87	5.410052E-13	1.663065	0.001034674	1.12963	0.003701851	0.6144641	0.006277679	0.1967854	0.008366072	0.1454847	0.008622576
1.88	5.509319E-13	1.673032	0.001034838	1.139512	0.003702441	0.6242641	0.00627868	0.1996413	0.008401792	0.1461826	0.008669087
1.89	1.980116E-12	1.682999	0.001035003	1.149394	0.00370303	0.6340641	0.006279679	0.202696	0.008436517	0.1468886	0.008715557
1.9	1.990042E-12	1.692967	0.001035167	1.159276	0.003703619	0.6438641	0.00628068	0.2059741	0.008470126	0.147603	0.008761985
1.91	5.80712E-13	1.702934	0.001035332	1.169158	0.003704208	0.6536641	0.006281679	0.2095031	0.008502481	0.1483261	0.00880837
1.92	5.906386E-13	1.712901	0.001035496	1.179041	0.003704797	0.6634641	0.006282679	0.2133143	0.008533424	0.1490583	0.008854709
1.93	2.019822E-12	1.722868	0.00103566	1.188923	0.003705387	0.6732641	0.00628368	0.2174428	0.008562787	0.1498	0.008901
1.94	2.03001E-12	1.732835	0.001035825	1.198805	0.003705976	0.6830641	0.006284679	0.2219232	0.008590384	0.1505516	0.008947242
1.95	6.2068E-13	1.742802	0.001035989	1.208687	0.003706565	0.6928641	0.00628568	0.2267941	0.008616029	0.1513134	0.008993433
1.96	6.306067E-13	1.752769	0.001036153	1.218569	0.003707154	0.7026641	0.006286679	0.232092	0.008639541	0.1520859	0.009039571
1.97	2.060052E-12	1.762736	0.001036318	1.228451	0.003707743	0.7124642	0.00628768	0.2378484	0.008660758	0.1528696	0.009085651
1.98	2.069978E-12	1.772704	0.001036482	1.238333	0.003708332	0.7222641	0.006288679	0.2440862	0.008679569	0.153665	0.009131676
1.99	6.60648E-13	1.782671	0.001036646	1.248216	0.003708922	0.7320641	0.006289679	0.2508147	0.008695927	0.1544725	0.009177637
2	6.708359E-13	1.792638	0.001036811	1.258098	0.003709511	0.7418641	0.006290679	0.2580259	0.00870987	0.1552927	0.009223537
2.01	2.100281E-12	1.802605	0.001036975	1.26798	0.0037101	0.7516642	0.006291679	0.2656928	0.008721532	0.1561261	0.009269369
2.02	2.110207E-12	1.812572	0.00103714	1.277862	0.003710689	0.7614642	0.006292679	0.2737746	0.008731124	0.1569735	0.009315132
2.03	7.011385E-13	1.822539	0.001037304	1.287744	0.003711278	0.7712642	0.006293679	0.2822161	0.008738918	0.1578355	0.009360823
2.04	7.110652E-13	1.832506	0.001037468	1.297626	0.003711867	0.7810642	0.006294679	0.290958	0.008745209	0.1587127	0.009406436
2.05	2.139988E-12	1.842474	0.001037633	1.307509	0.003712456	0.7908642	0.006295679	0.2999423	0.008750288	0.1596059	0.00945197
2.06	2.149914E-12	1.852441	0.001037797	1.317391	0.003713046	0.8006642	0.006296679	0.3091163	0.008754418	0.1605159	0.00949742
2.07	7.408453E-13	1.862408	0.001037961	1.327273	0.003713635	0.8104642	0.006297679	0.3184354	0.008757823	0.1614436	0.009542782
2.08	7.50772E-13	1.872375	0.001038126	1.337155	0.003714224	0.8202642	0.006298679	0.3278634	0.008760683	0.1623899	0.009588051
2.09	2.179694E-12	1.882342	0.00103829	1.347037	0.003714813	0.8300642	0.006299679	0.337372	0.00876314	0.1633557	0.009633222
2.1	2.189621E-12	1.892309	0.001038454	1.35692	0.003715402	0.8398643	0.006300679	0.3469395	0.008765303	0.1643421	0.009678289
2.11	7.805521E-13	1.902276	0.001038619	1.366802	0.003715992	0.8496642	0.006301679	0.35655	0.00876725	0.1653502	0.009723249
2.12	7.904788E-13	1.912243	0.001038783	1.376684	0.003716581	0.8594642	0.006302679	0.3661916	0.008769042	0.1663814	0.009768093
2.13	2.219924E-12	1.92221	0.001038948	1.386566	0.00371717	0.8692642	0.006303679	0.3758556	0.008770722	0.1674368	0.009812816
2.14	2.22985E-12	1.932178	0.001039112	1.396448	0.003717759	0.8790643	0.006304679	0.3855357	0.008772322	0.1685179	0.009857411
2.15	8.207814E-13	1.942145	0.001039276	1.40633	0.003718348	0.8888643	0.006305679	0.3952274	0.008773863	0.1696263	0.009901868
2.16	8.307081E-13	1.952112	0.001039441	1.416213	0.003718937	0.8986643	0.006306679	0.4049274	0.008775363	0.1707637	0.009946181
2.17	2.260153E-12	1.962079	0.001039605	1.426095	0.003719526	0.9084643	0.006307679	0.4146335	0.008776832	0.1719318	0.009990341
2.18	2.27008E-12	1.972046	0.001039769	1.435977	0.003720116	0.9182643	0.006308679	0.4243439	0.008778281	0.1731328	0.01003434
2.19	8.604882E-13	1.982013	0.001039934	1.445859	0.003720705	0.9280643	0.006309678	0.4340574	0.008779713	0.1743688	0.01007816
2.2	8.709373E-13	1.99198	0.001040098	1.455741	0.003721294	0.9378643	0.006310679	0.4437731	0.008781134	0.1756421	0.01012179
2.21	2.29986E-12	2.001947	0.001040263	1.465623	0.003721883	0.9476643	0.006311678	0.4534904	0.008782548	0.1769556	0.01016522
2.22	2.309786E-12	2.011915	0.001040427	1.475506	0.003722472	0.9574643	0.006312679	0.4632089	0.008783955	0.1783119	0.01020844
2.23	9.007174E-13	2.021882	0.001040591	1.485388	0.003723061	0.9672644	0.006313678	0.4729283	0.008785359	0.1797144	0.01025143
2.24	9.106441E-13	2.031849	0.001040756	1.49527	0.00372365	0.9770644	0.006314678	0.4826482	0.008786759	0.1811665	0.01029417
2.25	2.340089E-12	2.041816	0.00104092	1.505152	0.00372424	0.9868643	0.006315678	0.4923686	0.008788157	0.1826724	0.01033664
2.26	2.350016E-12	2.051783	0.001041084	1.515034	0.003724829	0.9966643	0.006316678	0.5020893	0.008789553	0.1842362	0.01037882
2.27	9.409466E-13	2.06175	0.001041249	1.524916	0.003725418	1.006464	0.006317678	0.5118102	0.008790948	0.185863	0.01042068
2.28	9.508734E-13	2.071718	0.001041413	1.534799	0.003726007	1.016264	0.006318678	0.5215313	0.008792344	0.1875581	0.01046221
2.29	2.380318E-12	2.081685	0.001041577	1.544681	0.003726596	1.026064	0.006319678	0.5312526	0.008793737	0.1893278	0.01050336
2.3	2.390245E-12	2.091652	0.001041742	1.554563	0.003727186	1.035864	0.006320678	0.5409739	0.00879513	0.191179	0.0105441
2.31	9.806535E-13	2.101619	0.001041906	1.564445	0.003727775	1.045664	0.006321678	0.5506953	0.008796523	0.1931195	0.0105844
2.32	9.911026E-13	2.111586	0.001042071	1.574327	0.003728364	1.055464	0.006322678	0.5604168	0.008797917	0.1951582	0.01062421
2.33	2.420025E-12	2.121553	0.001042235	1.584209	0.003728953	1.065264	0.006323678	0.5701382	0.008799309	0.1973052	0.01066347
2.34	2.429952E-12	2.13152	0.001042399	1.594092	0.003729542	1.075064	0.006324678	0.5798597	0.008800701	0.1995719	0.01070214
2.35	1.020883E-12	2.141487	0.001042564	1.603974	0.003730131	1.084864	0.006325678	0.5895812	0.008802094	0.2019714	0.01074014
2.36	1.030809E-12	2.151454	0.001042728	1.613856	0.00373072	1.094664	0.006326678	0.5993027	0.008803486	0.2045188	0.0107774
2.37	2.460254E-12	2.161422	0.001042892	1.623738	0.00373131	1.104464	0.006327678	0.6090243	0.008804878	0.2072311	0.01081384
2.38	2.470181E-12	2.171389	0.001043057	1.63362	0.003731899	1.114264	0.006328678	0.6187458	0.008806271	0.210128	0.01084936
2.39	1.061112E-12	2.181356	0.001043221	1.643502	0.003732488	1.124064	0.006329678	0.6284674	0.008807663	0.2132318	0.01088384
2.4	1.071039E-12	2.191323	0.001043385	1.653385	0.003733077	1.133865	0.006330677	0.6381889	0.008809055	0.2165679	0.01091716
2.41	2.499961E-12	2.20129	0.00104355	1.663267	0.003733666	1.143664	0.006331678	0.6479105	0.008810448	0.2201649	0.01094917
2.42	2.51041E-12	2.211257	0.001043714	1.673149	0.003734255	1.153465	0.006332677	0.657632	0.00881184	0.2240545	0.01097972
2.43	1.100819E-12	2.221224	0.001043878	1.683031	0.003734845	1.163265	0.006333678	0.6673536	0.008813232	0.2282725	0.01100864
2.44	1.110746E-12	2.231191	0.001044043	1.692913	0.003735434	1.173065	0.006334677	0.6770751	0.008814625	0.2328532	0.01103573
2.45	2.54019E-12	2.241158	0.001044207	1.702795	0.003736023	1.182865	0.006335677	0.6867967	0.008816017	0.2378345	0.01106083
2.46	2.550117E-12	2.251126	0.001044372	1.712678	0.003736612	1.192665	0.006336677	0.6965182	0.008817409	0.2432507	0.01108375
2.47	1.141048E-12	2.261093	0.001044536	1.72256	0.003737201	1.202465	0.006337677	0.7062398	0.008818801	0.2491299	0.01110435
2.48	1.150975E-12	2.27106	0.0010447	1.732442	0.00373779	1.212265	0.006338677	0.7159613	0.008820193	0.2554901	0.01112255
2.49	2.58042E-12	2.281027	0.001044865	1.742324	0.003738379	1.222065	0.006339677	0.7256829	0.008821585	0.2623343	0.01113833
2.5	2.590346E-12	2.290994	0.001045029	1.752206	0.003738969	1.231865	0.006340677	0.7354045	0.008822978	0.2696483	0.01115176
2.51	1.181277E-12	2.300961	0.001045193	1.762088	0.003739558	1.241665	0.006341677	0.7451261	0.00882437	0.2773995	0.011163
2.52	1.191204E-12	2.310928	0.001045358	1.771971	0.003740147	1.251465	0.006342677	0.7548476	0.008825762	0.2855429	0.01117228
2.53	2.620126E-12	2.320896	0.001045522	1.781853	0.003740736	1.261265	0.006343677	0.7645692	0.008827155	0.2940222	0.01117989
2.54	2.630575E-12	2.330863	0.001045687	1.791735	0.003741325	1.271065	0.006344677	0.7742907	0.008828546	0.302779	0.0111861
2.55	1.220984E-12	2.34083	0.001045851	1.801617	0.003741914	1.280865	0.006345677	0.7840123	0.008829938	0.3117577	0.01119121
2.56	1.230911E-12	2.350797	0.001046015	1.811499	0.003742503	1.290665	0.006346676	0.7937338	0.008831331	0.320909	0.01119545
2.57	2.660356E-12	2.360764	0.00104618	1.821381	0.003743093	1.300465	0.006347677	0.8034554	0.008832723	0.3301916	0.01119904
2.58	2.670282E-12	2.370731	0.001046344	1.831264	0.003743682	1.310265	0.006348677	0.813177	0.008834115	0.3395727	0.01120214
2.59	1.261213E-12	2.380698	0.001046508	1.841146	0.003744271	1.320065	0.006349676	0.8228986	0.008835508	0.3490264	0.01120487
2.6	1.27114E-12	2.390666	0.001046673	1.851028	0.00374486	1.329865	0.006350677	0.8326201	0.0088369	0.3585333	0.01120733
2.61	2.700585E-12	2.400633	0.001046837	1.86091	0.003745449	1.339665	0.006351676	0.8423417	0.008838291	0.368079	0.01120961
2.62	2.710512E-12	2.4106	0.001047001	1.870792	0.003746038	1.349465	0.006352676	0.8520632	0.008839684	0.3776528	0.01121174
2.63	1.30092E-12	2.420567	0.001047166	1.880674	0.003746628	1.359265	0.006353676	0.8617848	0.008841076	0.3872469	0.01121377
2.64	1.310847E-12	2.430534	0.00104733	1.890557	0.003747217	1.369065	0.006354676	0.8715063	0.008842468	0.3968557	0.01121572
2.65	2.739769E-12	2.440501	0.001047494	1.900439	0.003747806	1.378865	0.006355676	0.8812279	0.008843861	0.4064749	0.01121762
2.66	2.750218E-12	2.450468	0.001047659	1.910321	0.003748395	1.388665	0.006356676	0.8909495	0.008845253	0.4161018	0.01121949
2.67	1.340627E-12	2.460435	0.001047823	1.920203	0.003748984	1.398465	0.006357676	0.9006711	0.008846644	0.4257342	0.01122133
2.68	1.350554E-12	2.470402	0.001047988	1.930085	0.003749573	1.408265	0.006358676	0.9103926	0.008848037	0.4353705	0.01122315
2.69	2.779998E-12	2.48037	0.001048152	1.939968	0.003750162	1.418065	0.006359676	0.9201142	0.008849429	0.4450097	0.01122495
2.7	2.789925E-12	2.490337	0.001048316	1.94985	0.003750751	1.427865	0.006360676	0.9298357	0.008850821	0.454651	0.01122675
2.71	1.380856E-12	2.500304	0.001048481	1.959732	0.003751341	1.437665	0.006361676	0.9395573	0.008852214	0.4642937	0.01122853
2.72	1.390783E-12	2.510271	0.001048645	1.969614	0.00375193	1.447465	0.006362676	0.9492789	0.008853606	0.4739375	0.01123031
2.73	2.820228E-12	2.520238	0.001048809	1.979496	0.003752519	1.457265	0.006363675	0.9590004	0.008854998	0.4835821	0.01123209
2.74	2.830155E-12	2.530205	0.001048974	1.989378	0.003753108	1.467065	0.006364676	0.968722	0.00885639	0.4932273	0.01123386
2.75	1.421085E-12	2.540172	0.001049138	1.999261	0.003753697	1.476865	0.006365675	0.9784436	0.008857782	0.5028728	0.01123564
2.76	1.431012E-12	2.550139	0.001049303	2.009143	0.003754286	1.486665	0.006366675	0.9881651	0.008859174	0.5125187	0.01123741
2.77	2.859935E-12	2.560107	0.001049467	2.019025	0.003754876	1.496465	0.006367675	0.9978867	0.008860567	0.5221648	0.01123918
2.78	2.869861E-12	2.570074	0.001049631	2.028907	0.003755465	1.506265	0.006368675	1.007608	0.008861959	0.531811	0.01124095
2.79	1.460792E-12	2.580041	0.001049796	2.038789	0.003756054	1.516065	0.006369675	1.01733	0.008863351	0.5414574	0.01124271
2.8	1.470719E-12	2.590008	0.00104996	2.048671	0.003756643	1.525865	0.006370675	1.027051	0.008864743	0.5511038	0.01124448
2.81	2.900164E-12	2.599975	0.001050124	2.058553	0.003757232	1.535665	0.006371675	1.036773	0.008866135	0.5607503	0.01124625
2.82	2.910091E-12	2.609942	0.001050289	2.068436	0.003757821	1.545465	0.006372675	1.046494	0.008867527	0.5703969	0.01124802
2.83	1.501022E-12	2.619909	0.001050453	2.078318	0.00375841	1.555265	0.006373675	1.056216	0.00886892	0.5800434	0.01124978
2.84	1.510948E-12	2.629877	0.001050617	2.0882	0.003759	1.565065	0.006374675	1.065938	0.008870312	0.58969	0.01125155
2.85	2.940393E-12	2.639844	0.001050782	2.098082	0.003759589	1.574865	0.006375675	1.075659	0.008871704	0.5993367	0.01125332
2.86	2.95032E-12	2.649811	0.001050946	2.107965	0.003760178	1.584665	0.006376675	1.085381	0.008873096	0.6089833	0.01125508
2.87	1.540728E-12	2.659778	0.00105111	2.117846	0.003760767	1.594465	0.006377675	1.095102	0.008874488	0.6186299	0.01125685
2.88	1.551177E-12	2.669745	0.001051275	2.127729	0.003761356	1.604265	0.006378674	1.104824	0.00887588	0.6282766	0.01125862
2.89	2.9801E-12	2.679712	0.001051439	2.137611	0.003761945	1.614065	0.006379675	1.114545	0.008877273	0.6379232	0.01126038
2.9	2.990027E-12	2.689679	0.001051604	2.147493	0.003762534	1.623865	0.006380674	1.124267	0.008878665	0.64757	0.01126215
2.91	1.580958E-12	2.699646	0.001051768	2.157375	0.003763124	1.633665	0.006381674	1.133989	0.008880057	0.6572166	0.01126392
2.92	1.590884E-12	2.709614	0.001051932	2.167258	0.003763713	1.643465	0.006382674	1.14371	0.008881449	0.6668633	0.01126568
2.93	3.020329E-12	2.719581	0.001052097	2.17714	0.003764302	1.653265	0.006383674	1.153432	0.008882841	0.6765099	0.01126745
2.94	3.030256E-12	2.729548	0.001052261	2.187022	0.003764891	1.663065	0.006384674	1.163153	0.008884233	0.6861566	0.01126922
2.95	1.621187E-12	2.739515	0.001052425	2.196904	0.00376548	1.672865	0.006385674	1.172875	0.008885626	0.6958033	0.01127098
2.96	1.631114E-12	2.749482	0.00105259	2.206786	0.003766069	1.682665	0.006386674	1.182596	0.008887018	0.7054499	0.01127275
2.97	3.060558E-12	2.759449	0.001052754	2.216668	0.003766658	1.692465	0.006387674	1.192318	0.00888841	0.7150966	0.01127452
2.98	3.070485E-12	2.769416	0.001052918	2.226551	0.003767248	1.702265	0.006388674	1.20204	0.008889802	0.7247432	0.01127628
2.99	1.660894E-12	2.779383	0.001053083	2.236433	0.003767837	1.712065	0.006389674	1.211761	0.008891194	0.73439	0.01127805
3	1.671343E-12	2.789351	0.001053247	2.246315	0.003768426	1.721865	0.006390674	1.221483	0.008892586	0.7440366	0.01127982
3.01	3.100265E-12	2.799318	0.001053412	2.256197	0.003769015	1.731665	0.006391674	1.231204	0.008893979	0.7536833	0.01128158
3.02	3.110192E-12	2.809285	0.001053576	2.266079	0.003769604	1.741465	0.006392674	1.240926	0.008895371	0.76333	0.01128335
3.03	1.701123E-12	2.819252	0.00105374	2.275961	0.003770193	1.751265	0.006393673	1.250647	0.008896763	0.7729766	0.01128512
3.04	1.71105E-12	2.829219	0.001053905	2.285844	0.003770782	1.761065	0.006394674	1.260369	0.008898155	0.7826233	0.01128688
3.05	3.140494E-12	2.839186	0.001054069	2.295726	0.003771372	1.770865	0.006395673	1.270091	0.008899547	0.7922699	0.01128865
3.06	3.150421E-12	2.849153	0.001054233	2.305608	0.003771961	1.780665	0.006396673	1.279812	0.008900939	0.8019167	0.01129042
3.07	1.741352E-12	2.85912	0.001054398	2.31549	0.00377255	1.790465	0.006397673	1.289534	0.008902332	0.8115633	0.01129218
3.08	1.751279E-12	2.869088	0.001054562	2.325372	0.003773139	1.800265	0.006398673	1.299255	0.008903724	0.82121	0.01129395
3.09	3.180201E-12	2.879055	0.001054726	2.335254	0.003773728	1.810065	0.006399673	1.308977	0.008905116	0.8308567	0.01129572
3.1	3.19065E-12	2.889022	0.001054891	2.345137	0.003774317	1.819865	0.006400673	1.318698	0.008906508	0.8405033	0.01129748
3.11	1.781059E-12	2.898989	0.001055055	2.355019	0.003774906	1.829665	0.006401673	1.32842	0.0089079	0.85015	0.01129925
3.12	1.790986E-12	2.908956	0.001055219	2.364901	0.003775496	1.839465	0.006402673	1.338142	0.008909293	0.8597967	0.01130102
3.13	3.22043E-12	2.918923	0.001055384	2.374783	0.003776085	1.849265	0.006403673	1.347863	0.008910685	0.8694434	0.01130278
3.14	3.230357E-12	2.92889	0.001055548	2.384665	0.003776674	1.859065	0.006404673	1.357585	0.008912077	0.87909	0.01130455
3.15	1.821288E-12	2.938858	0.001055713	2.394547	0.003777263	1.868865	0.006405673	1.367306	0.008913469	0.8887367	0.01130632
3.16	1.831215E-12	2.948825	0.001055877	2.40443	0.003777852	1.878665	0.006406672	1.377028	0.008914861	0.8983834	0.01130808
3.17	3.26066E-12	2.958792	0.001056041	2.414312	0.003778441	1.888466	0.006407673	1.386749	0.008916253	0.90803	0.01130985
3.18	3.270586E-12	2.968759	0.001056206	2.424194	0.00377903	1.898265	0.006408672	1.396471	0.008917646	0.9176767	0.01131162
3.19	1.861517E-12	2.978726	0.00105637	2.434076	0.003779619	1.908066	0.006409672	1.406192	0.008919038	0.9273234	0.01131338
3.2	1.871444E-12	2.988693	0.001056534	2.443958	0.003780209	1.917866	0.006410672	1.415914	0.00892043	0.9369701	0.01131515
3.21	3.300366E-12	2.99866	0.001056699	2.45384	0.003780798	1.927666	0.006411672	1.425636	0.008921822	0.9466168	0.01131692
3.22	3.310293E-12	3.008627	0.001056863	2.463723	0.003781387	1.937466	0.006412672	1.435357	0.008923214	0.9562634	0.01131868
3.23	1.900702E-12	3.018595	0.001057027	2.473605	0.003781976	1.947266	0.006413672	1.445079	0.008924606	0.9659101	0.01132045
3.24	1.910629E-12	3.028562	0.001057192	2.483487	0.003782565	1.957066	0.006414672	1.4548	0.008925999	0.9755568	0.01132222
3.25	3.340073E-12	3.038529	0.001057356	2.493369	0.003783154	1.966866	0.006415672	1.464522	0.008927391	0.9852034	0.01132398
3.26	3.35E-12	3.048496	0.001057521	2.503251	0.003783743	1.976666	0.006416672	1.474243	0.008928782	0.9948501	0.01132575
3.27	1.940931E-12	3.058463	0.001057685	2.513134	0.003784333	1.986466	0.006417672	1.483965	0.008930175	1.004497	0.01132752
3.28	1.950858E-12	3.06843	0.001057849	2.523016	0.003784922	1.996266	0.006418671	1.493687	0.008931567	1.014143	0.01132928
3.29	3.380303E-12	3.078397	0.001058014	2.532898	0.003785511	2.006066	0.006419671	1.503408	0.008932959	1.02379	0.01133105
3.3	3.390229E-12	3.088364	0.001058178	2.54278	0.0037861	2.015866	0.006420671	1.51313	0.008934352	1.033437	0.01133282
3.31	1.98116E-12	3.098331	0.001058342	2.552662	0.003786689	2.025666	0.006421671	1.522851	0.008935743	1.043084	0.01133458
3.32	1.991087E-12	3.108299	0.001058507	2.562544	0.003787278	2.035466	0.006422671	1.532573	0.008937135	1.05273	0.01133635
3.33	3.420009E-12	3.118266	0.001058671	2.572427	0.003787867	2.045266	0.006423671	1.542295	0.008938528	1.062377	0.01133812
3.34	3.430459E-12	3.128233	0.001058835	2.582309	0.003788457	2.055066	0.006424671	1.552016	0.00893992	1.072024	0.01133988
3.35	2.020867E-12	3.1382	0.001059	2.592191	0.003789046	2.064866	0.006425671	1.561738	0.008941312	1.08167	0.01134165
3.36	2.030794E-12	3.148167	0.001059164	2.602073	0.003789635	2.074666	0.006426671	1.571459	0.008942705	1.091317	0.01134342
3.37	3.460239E-12	3.158134	0.001059328	2.611955	0.003790224	2.084466	0.006427671	1.581181	0.008944096	1.100964	0.01134518
3.38	3.470165E-12	3.168102	0.001059493	2.621837	0.003790813	2.094266	0.006428671	1.590902	0.008945488	1.11061	0.01134695
3.39	2.061096E-12	3.178069	0.001059657	2.63172	0.003791402	2.104066	0.00642967	1.600624	0.008946881	1.120257	0.01134872
3.4	2.071023E-12	3.188036	0.001059821	2.641602	0.003791991	2.113866	0.006430671	1.610345	0.008948273	1.129904	0.01135048
3.41	3.500468E-12	3.198003	0.001059986	2.651484	0.00379258	2.123666	0.00643167	1.620067	0.008949665	1.13955	0.01135225
3.42	3.510395E-12	3.20797	0.00106015	2.661366	0.00379317	2.133466	0.00643267	1.629789	0.008951057	1.149197	0.01135402
3.43	2.100803E-12	3.217937	0.001060315	2.671248	0.003793759	2.143266	0.00643367	1.63951	0.008952449	1.158844	0.01135578
3.44	2.111252E-12	3.227904	0.001060479	2.68113	0.003794348	2.153066	0.00643467	1.649232	0.008953841	1.16849	0.01135755
3.45	3.540175E-12	3.237871	0.001060643	2.691013	0.003794937	2.162866	0.00643567	1.658953	0.008955234	1.178137	0.01135932
3.46	3.550101E-12	3.247838	0.001060808	2.700895	0.003795526	2.172666	0.00643667	1.668675	0.008956626	1.187784	0.01136108
3.47	2.141032E-12	3.257806	0.001060972	2.710777	0.003796115	2.182466	0.00643767	1.678396	0.008958017	1.19743	0.01136285
3.48	2.150959E-12	3.267773	0.001061136	2.720659	0.003796704	2.192266	0.00643867	1.688118	0.00895941	1.207077	0.01136461
3.49	3.580404E-12	3.27774	0.001061301	2.730541	0.003797293	2.202066	0.00643967	1.69784	0.008960802	1.216724	0.01136638
3.5	3.590331E-12	3.287707	0.001061465	2.740423	0.003797882	2.211866	0.00644067	1.707561	0.008962194	1.22637	0.01136815
3.51	2.181262E-12	3.297674	0.001061629	2.750306	0.003798472	2.221666	0.00644167	1.717283	0.008963587	1.236017	0.01136991
3.52	2.191188E-12	3.307641	0.001061794	2.760188	0.003799061	2.231466	0.006442669	1.727004	0.008964978	1.245664	0.01137168
3.53	3.620633E-12	3.317608	0.001061958	2.77007	0.00379965	2.241266	0.006443669	1.736726	0.00896637	1.25531	0.01137345
3.54	3.63056E-12	3.327575	0.001062123	2.779952	0.003800239	2.251066	0.006444669	1.746447	0.008967763	1.264957	0.01137521
3.55	2.220968E-12	3.337543	0.001062287	2.789834	0.003800828	2.260866	0.006445669	1.756169	0.008969155	1.274604	0.01137698
3.56	2.231418E-12	3.34751	0.001062451	2.799716	0.003801417	2.270666	0.006446669	1.765891	0.008970547	1.28425	0.01137875
3.57	3.66034E-12	3.357477	0.001062616	2.809599	0.003802006	2.280466	0.006447669	1.775612	0.008971939	1.293897	0.01138051
3.58	3.670267E-12	3.367444	0.00106278	2.819481	0.003802596	2.290266	0.006448669	1.785334	0.008973331	1.303544	0.01138228
3.59	2.261198E-12	3.377411	0.001062944	2.829363	0.003803185	2.300066	0.006449669	1.795055	0.008974724	1.31319	0.01138405
3.6	2.271124E-12	3.387378	0.001063109	2.839245	0.003803774	2.309866	0.006450668	1.804777	0.008976116	1.322837	0.01138581
3.61	3.700569E-12	3.397345	0.001063273	2.849127	0.003804363	2.319666	0.006451669	1.814498	0.008977508	1.332484	0.01138758
3.62	3.710496E-12	3.407313	0.001063437	2.85901	0.003804952	2.329466	0.006452668	1.82422	0.0089789	1.342131	0.01138935
3.63	2.301427E-12	3.41728	0.001063602	2.868892	0.003805541	2.339266	0.006453668	1.833942	0.008980292	1.351777	0.01139111
3.64	2.311354E-12	3.427247	0.001063766	2.878774	0.00380613	2.349066	0.006454668	1.843663	0.008981684	1.361424	0.01139288
3.65	3.740798E-12	3.437214	0.00106393	2.888656	0.00380672	2.358866	0.006455668	1.853385	0.008983077	1.371071	0.01139465
3.66	3.750725E-12	3.447181	0.001064095	2.898538	0.003807309	2.368666	0.006456668	1.863106	0.008984469	1.380717	0.01139641
3.67	2.341134E-12	3.457148	0.001064259	2.908421	0.003807898	2.378466	0.006457668	1.872828	0.00898586	1.390364	0.01139818
3.68	2.351583E-12	3.467115	0.001064423	2.918303	0.003808487	2.388266	0.006458668	1.882549	0.008987253	1.400011	0.01139995
3.69	3.780505E-12	3.477082	0.001064588	2.928185	0.003809076	2.398067	0.006459668	1.892271	0.008988645	1.409657	0.01140171
3.7	3.790432E-12	3.48705	0.001064752	2.938067	0.003809665	2.407866	0.006460668	1.901993	0.008990037	1.419304	0.01140348
3.71	2.381363E-12	3.497017	0.001064916	2.947949	0.003810254	2.417666	0.006461667	1.911714	0.008991429	1.428951	0.01140525
3.72	2.39129E-12	3.506984	0.001065081	2.957831	0.003810843	2.427466	0.006462668	1.921436	0.008992821	1.438597	0.01140701
3.73	3.820735E-12	3.516951	0.001065245	2.967714	0.003811433	2.437267	0.006463667	1.931157	0.008994213	1.448244	0.01140878
3.74	3.830661E-12	3.526918	0.00106541	2.977596	0.003812022	2.447067	0.006464667	1.940879	0.008995606	1.457891	0.01141055
3.75	2.421592E-12	3.536885	0.001065574	2.987478	0.003812611	2.456867	0.006465667	1.950601	0.008996998	1.467537	0.01141231
3.76	2.431519E-12	3.546852	0.001065738	2.99736	0.0038132	2.466667	0.006466667	1.960322	0.008998389	1.477184	0.01141408
3.77	3.860441E-12	3.556819	0.001065903	3.007242	0.003813789	2.476467	0.006467667	1.970044	0.008999782	1.486831	0.01141585
3.78	3.870891E-12	3.566787	0.001066067	3.017124	0.003814378	2.486267	0.006468667	1.979765	0.009001174	1.496477	0.01141761
3.79	2.461299E-12	3.576754	0.001066231	3.027007	0.003814967	2.496067	0.006469667	1.989487	0.009002566	1.506124	0.01141938
3.8	2.470703E-12	3.586721	0.001066396	3.036889	0.003815556	2.505867	0.006470667	1.999208	0.009003959	1.515771	0.01142115
3.81	3.900148E-12	3.596688	0.00106656	3.046771	0.003816145	2.515667	0.006471667	2.00893	0.00900535	1.525417	0.01142291
3.82	3.910075E-12	3.606655	0.001066724	3.056653	0.003816735	2.525467	0.006472666	2.018651	0.009006742	1.535064	0.01142468
3.83	2.501006E-12	3.616622	0.001066889	3.066535	0.003817324	2.535267	0.006473667	2.028373	0.009008135	1.544711	0.01142645
3.84	2.510933E-12	3.626589	0.001067053	3.076417	0.003817913	2.545067	0.006474666	2.038095	0.009009527	1.554358	0.01142821
3.85	3.940378E-12	3.636556	0.001067218	3.0863	0.003818502	2.554867	0.006475666	2.047816	0.009010918	1.564004	0.01142998
3.86	3.950304E-12	3.646524	0.001067382	3.096182	0.003819091	2.564667	0.006476666	2.057538	0.009012311	1.573651	0.01143175
3.87	2.541235E-12	3.656491	0.001067546	3.106064	0.00381968	2.574467	0.006477666	2.067259	0.009013703	1.583297	0.01143351
3.88	2.551162E-12	3.666458	0.001067711	3.115946	0.003820269	2.584267	0.006478666	2.076981	0.009015095	1.592944	0.01143528
3.89	3.980084E-12	3.676425	0.001067875	3.125828	0.003820858	2.594067	0.006479666	2.086703	0.009016488	1.602591	0.01143705
