V(CE_0)	I(C0)	V(CE_1)	I(C1)	V(CE2)	I(C2)	V(CE3)	I(C3)	V(CE4)	I(C4)	V(CE5)	I(C5)
5.97	6.060511E-12	5.749588	0.001102059	5.181322	0.00394339	4.632473	0.006687635	4.108792	0.009306038	3.609103	0.01180448
5.98	6.070961E-12	5.759555	0.001102224	5.191204	0.003943979	4.642273	0.006688635	4.118514	0.00930743	3.61875	0.01180625
5.99	4.661369E-12	5.769522	0.001102388	5.201087	0.003944568	4.652073	0.006689635	4.128236	0.009308822	3.628397	0.01180802
6	4.671818E-12	5.77949	0.001102552	5.210968	0.003945157	4.661873	0.006690635	4.137957	0.009310214	3.638044	0.01180978
6.01	6.100218E-12	5.789457	0.001102717	5.22085	0.003945746	4.671673	0.006691635	4.147679	0.009311606	3.64769	0.01181155
6.02	6.110668E-12	5.799424	0.001102881	5.230733	0.003946336	4.681473	0.006692634	4.157401	0.009312999	3.657337	0.01181331
6.03	4.701076E-12	5.809391	0.001103045	5.240615	0.003946925	4.691273	0.006693634	4.167122	0.00931439	3.666984	0.01181508
6.04	4.711525E-12	5.819358	0.00110321	5.250497	0.003947514	4.701073	0.006694634	4.176844	0.009315782	3.67663	0.01181685
6.05	6.14097E-12	5.829325	0.001103374	5.260379	0.003948103	4.710873	0.006695634	4.186565	0.009317175	3.686277	0.01181861
6.06	6.151419E-12	5.839293	0.001103538	5.270262	0.003948692	4.720673	0.006696634	4.196287	0.009318566	3.695924	0.01182038
6.07	4.741828E-12	5.849259	0.001103703	5.280144	0.003949281	4.730474	0.006697633	4.206008	0.009319958	3.70557	0.01182215
6.08	4.752277E-12	5.859227	0.001103867	5.290026	0.00394987	4.740273	0.006698633	4.21573	0.009321351	3.715217	0.01182391
6.09	6.180677E-12	5.869194	0.001104031	5.299908	0.003950459	4.750073	0.006699633	4.225451	0.009322742	3.724864	0.01182568
6.1	6.191126E-12	5.879161	0.001104196	5.30979	0.003951048	4.759873	0.006700633	4.235173	0.009324134	3.734511	0.01182745
6.11	4.781535E-12	5.889128	0.00110436	5.319673	0.003951637	4.769673	0.006701633	4.244895	0.009325527	3.744157	0.01182921
6.12	4.791984E-12	5.899095	0.001104524	5.329555	0.003952226	4.779473	0.006702633	4.254616	0.009326918	3.753804	0.01183098
6.13	6.220384E-12	5.909062	0.001104689	5.339437	0.003952815	4.789274	0.006703632	4.264338	0.00932831	3.763451	0.01183275
6.14	6.230833E-12	5.919029	0.001104853	5.349319	0.003953404	4.799074	0.006704632	4.27406	0.009329703	3.773098	0.01183451
6.15	4.821241E-12	5.928997	0.001105017	5.359201	0.003953993	4.808874	0.006705632	4.283781	0.009331094	3.782744	0.01183628
6.16	4.831691E-12	5.938964	0.001105182	5.369083	0.003954582	4.818674	0.006706632	4.293503	0.009332486	3.792391	0.01183804
6.17	6.261135E-12	5.948931	0.001105346	5.378966	0.003955171	4.828474	0.006707632	4.303225	0.009333879	3.802038	0.01183981
6.18	6.271584E-12	5.958898	0.00110551	5.388848	0.003955761	4.838274	0.006708631	4.312946	0.00933527	3.811684	0.01184158
6.19	4.861993E-12	5.968865	0.001105675	5.39873	0.00395635	4.848074	0.006709631	4.322668	0.009336662	3.821331	0.01184334
6.2	4.872442E-12	5.978832	0.001105839	5.408612	0.003956939	4.857874	0.006710631	4.332389	0.009338054	3.830978	0.01184511
6.21	6.300842E-12	5.988799	0.001106003	5.418494	0.003957528	4.867674	0.006711631	4.342111	0.009339446	3.840625	0.01184688
6.22	6.311291E-12	5.998766	0.001106168	5.428377	0.003958117	4.877474	0.00671263	4.351832	0.009340839	3.850271	0.01184864
6.23	4.9017E-12	6.008734	0.001106332	5.438259	0.003958706	4.887274	0.00671363	4.361554	0.00934223	3.859918	0.01185041
6.24	4.912149E-12	6.018701	0.001106496	5.448141	0.003959295	4.897074	0.00671463	4.371275	0.009343622	3.869565	0.01185218
6.25	6.340549E-12	6.028668	0.001106661	5.458023	0.003959884	4.906874	0.00671563	4.380997	0.009345015	3.879211	0.01185394
6.26	6.350998E-12	6.038635	0.001106825	5.467906	0.003960473	4.916674	0.00671663	4.390719	0.009346406	3.888858	0.01185571
6.27	4.941407E-12	6.048602	0.001106989	5.477787	0.003961062	4.926474	0.00671763	4.40044	0.009347798	3.898505	0.01185748
6.28	4.951856E-12	6.058569	0.001107154	5.48767	0.003961651	4.936274	0.00671863	4.410162	0.009349191	3.908151	0.01185924
6.29	6.381301E-12	6.068536	0.001107318	5.497552	0.00396224	4.946074	0.006719629	4.419884	0.009350582	3.917798	0.01186101
6.3	6.39175E-12	6.078504	0.001107482	5.507434	0.003962829	4.955874	0.006720629	4.429605	0.009351974	3.927445	0.01186278
6.31	4.982158E-12	6.08847	0.001107647	5.517316	0.003963418	4.965674	0.006721629	4.439327	0.009353367	3.937092	0.01186454
6.32	4.992607E-12	6.098438	0.001107811	5.527198	0.003964007	4.975474	0.006722629	4.449049	0.009354758	3.946738	0.01186631
6.33	6.421007E-12	6.108405	0.001107975	5.537081	0.003964596	4.985274	0.006723628	4.45877	0.00935615	3.956385	0.01186807
6.34	6.431456E-12	6.118372	0.00110814	5.546963	0.003965186	4.995074	0.006724628	4.468492	0.009357543	3.966032	0.01186984
6.35	5.021865E-12	6.128339	0.001108304	5.556845	0.003965775	5.004874	0.006725628	4.478213	0.009358934	3.975678	0.01187161
6.36	5.032314E-12	6.138306	0.001108469	5.566727	0.003966364	5.014675	0.006726628	4.487935	0.009360326	3.985325	0.01187337
6.37	6.460714E-12	6.148273	0.001108633	5.57661	0.003966953	5.024475	0.006727627	4.497656	0.009361719	3.994972	0.01187514
6.38	6.471163E-12	6.158241	0.001108797	5.586492	0.003967542	5.034275	0.006728627	4.507378	0.00936311	4.004619	0.01187691
6.39	5.061572E-12	6.168208	0.001108962	5.596374	0.003968131	5.044075	0.006729627	4.517099	0.009364503	4.014266	0.01187867
6.4	5.072021E-12	6.178175	0.001109126	5.606256	0.00396872	5.053874	0.006730627	4.526821	0.009365895	4.023912	0.01188044
6.41	6.501466E-12	6.188142	0.00110929	5.616138	0.003969309	5.063674	0.006731627	4.536543	0.009367286	4.033559	0.01188221
6.42	6.511915E-12	6.198109	0.001109455	5.62602	0.003969898	5.073475	0.006732626	4.546264	0.009368679	4.043205	0.01188397
6.43	5.101279E-12	6.208076	0.001109619	5.635902	0.003970488	5.083275	0.006733627	4.555986	0.00937007	4.052852	0.01188574
6.44	5.111728E-12	6.218043	0.001109783	5.645785	0.003971077	5.093075	0.006734626	4.565708	0.009371462	4.062499	0.01188751
6.45	6.541173E-12	6.228011	0.001109948	5.655667	0.003971666	5.102875	0.006735626	4.575429	0.009372855	4.072145	0.01188927
6.46	6.550577E-12	6.237978	0.001110112	5.665549	0.003972254	5.112675	0.006736626	4.585151	0.009374246	4.081792	0.01189104
6.47	5.14203E-12	6.247945	0.001110276	5.675431	0.003972843	5.122475	0.006737626	4.594872	0.009375638	4.091439	0.0118928
6.48	5.151435E-12	6.257912	0.00111044	5.685314	0.003973432	5.132275	0.006738625	4.604594	0.009377031	4.101086	0.01189457
6.49	6.58088E-12	6.267879	0.001110605	5.695196	0.003974021	5.142075	0.006739625	4.614316	0.009378422	4.110733	0.01189634
6.5	6.590284E-12	6.277846	0.001110769	5.705078	0.00397461	5.151875	0.006740625	4.624037	0.009379814	4.120379	0.0118981
6.51	5.181737E-12	6.287813	0.001110933	5.71496	0.0039752	5.161675	0.006741625	4.633759	0.009381207	4.130026	0.01189987
6.52	5.191142E-12	6.297781	0.001111098	5.724842	0.003975789	5.171475	0.006742625	4.64348	0.009382598	4.139673	0.01190164
6.53	6.621631E-12	6.307747	0.001111262	5.734725	0.003976378	5.181275	0.006743624	4.653202	0.00938399	4.149319	0.0119034
6.54	6.631036E-12	6.317715	0.001111427	5.744606	0.003976967	5.191075	0.006744624	4.662923	0.009385382	4.158966	0.01190517
6.55	5.221444E-12	6.327682	0.001111591	5.754489	0.003977556	5.200875	0.006745624	4.672645	0.009386774	4.168613	0.01190694
6.56	5.231893E-12	6.337649	0.001111755	5.764371	0.003978145	5.210675	0.006746624	4.682367	0.009388166	4.178259	0.0119087
6.57	6.661338E-12	6.347616	0.00111192	5.774253	0.003978734	5.220475	0.006747623	4.692088	0.009389558	4.187906	0.01191047
6.58	6.670743E-12	6.357583	0.001112084	5.784135	0.003979323	5.230275	0.006748623	4.70181	0.00939095	4.197553	0.01191224
6.59	5.262196E-12	6.36755	0.001112248	5.794018	0.003979912	5.240076	0.006749623	4.711532	0.009392343	4.2072	0.011914
6.6	5.2716E-12	6.377518	0.001112413	5.8039	0.003980501	5.249876	0.006750623	4.721253	0.009393734	4.216846	0.01191577
6.61	6.701045E-12	6.387485	0.001112577	5.813782	0.00398109	5.259676	0.006751623	4.730975	0.009395126	4.226493	0.01191754
6.62	6.710449E-12	6.397452	0.001112741	5.823664	0.003981679	5.269475	0.006752622	4.740696	0.009396519	4.23614	0.0119193
6.63	5.301903E-12	6.407419	0.001112906	5.833546	0.003982268	5.279275	0.006753622	4.750418	0.00939791	4.245787	0.01192107
6.64	5.311307E-12	6.417386	0.00111307	5.843429	0.003982857	5.289075	0.006754622	4.760139	0.009399302	4.255433	0.01192283
6.65	6.741797E-12	6.427353	0.001113234	5.853311	0.003983446	5.298876	0.006755622	4.769861	0.009400694	4.26508	0.0119246
6.66	6.751201E-12	6.43732	0.001113399	5.863193	0.003984035	5.308676	0.006756621	4.779583	0.009402086	4.274726	0.01192637
6.67	5.34161E-12	6.447288	0.001113563	5.873075	0.003984625	5.318476	0.006757621	4.789304	0.009403478	4.284373	0.01192813
6.68	5.352059E-12	6.457254	0.001113727	5.882957	0.003985214	5.328276	0.006758621	4.799026	0.00940487	4.29402	0.0119299
6.69	6.781503E-12	6.467222	0.001113892	5.892839	0.003985803	5.338076	0.006759621	4.808748	0.009406262	4.303667	0.01193167
6.7	6.790908E-12	6.477189	0.001114056	5.902721	0.003986392	5.347876	0.006760621	4.818469	0.009407654	4.313313	0.01193343
6.71	5.382361E-12	6.487156	0.00111422	5.912604	0.003986981	5.357676	0.006761621	4.828191	0.009409046	4.32296	0.0119352
6.72	5.391766E-12	6.497123	0.001114385	5.922486	0.00398757	5.367476	0.006762621	4.837913	0.009410438	4.332607	0.01193697
6.73	6.82121E-12	6.50709	0.001114549	5.932368	0.003988159	5.377276	0.00676362	4.847634	0.00941183	4.342254	0.01193873
6.74	6.830615E-12	6.517057	0.001114713	5.94225	0.003988748	5.387076	0.00676462	4.857356	0.009413222	4.3519	0.0119405
6.75	5.422068E-12	6.527024	0.001114878	5.952133	0.003989337	5.396876	0.00676562	4.867077	0.009414614	4.361547	0.01194226
6.76	5.431472E-12	6.536992	0.001115042	5.962015	0.003989926	5.406676	0.00676662	4.876799	0.009416006	4.371194	0.01194403
6.77	6.860917E-12	6.546959	0.001115206	5.971897	0.003990515	5.416476	0.006767619	4.88652	0.009417398	4.38084	0.0119458
6.78	6.871366E-12	6.556926	0.001115371	5.981779	0.003991104	5.426276	0.006768619	4.896242	0.00941879	4.390487	0.01194756
6.79	5.461775E-12	6.566893	0.001115535	5.991662	0.003991693	5.436076	0.006769619	4.905963	0.009420182	4.400134	0.01194933
6.8	5.471179E-12	6.57686	0.001115699	6.001544	0.003992282	5.445876	0.006770619	4.915685	0.009421574	4.409781	0.0119511
6.81	6.901669E-12	6.586827	0.001115864	6.011425	0.003992871	5.455677	0.006771619	4.925407	0.009422966	4.419427	0.01195286
6.82	6.911073E-12	6.596795	0.001116028	6.021308	0.00399346	5.465477	0.006772618	4.935128	0.009424358	4.429074	0.01195463
6.83	5.502526E-12	6.606761	0.001116192	6.03119	0.00399405	5.475276	0.006773618	4.94485	0.00942575	4.438721	0.0119564
6.84	5.511931E-12	6.616729	0.001116357	6.041072	0.003994639	5.485076	0.006774618	4.954572	0.009427141	4.448368	0.01195816
6.85	6.941375E-12	6.626696	0.001116521	6.050954	0.003995228	5.494876	0.006775618	4.964293	0.009428534	4.458014	0.01195993
6.86	6.95078E-12	6.636663	0.001116685	6.060837	0.003995817	5.504676	0.006776617	4.974015	0.009429926	4.467661	0.01196169
6.87	5.542233E-12	6.64663	0.00111685	6.070719	0.003996406	5.514477	0.006777617	4.983737	0.009431317	4.477308	0.01196346
6.88	5.551638E-12	6.656597	0.001117014	6.080601	0.003996995	5.524277	0.006778617	4.993458	0.00943271	4.486954	0.01196523
6.89	6.981082E-12	6.666564	0.001117178	6.090483	0.003997584	5.534077	0.006779617	5.00318	0.009434101	4.496601	0.01196699
6.9	6.991531E-12	6.676531	0.001117343	6.100366	0.003998173	5.543877	0.006780616	5.012901	0.009435493	4.506248	0.01196876
6.91	5.58194E-12	6.686499	0.001117507	6.110248	0.003998762	5.553677	0.006781616	5.022623	0.009436886	4.515894	0.01197053
6.92	5.591344E-12	6.696466	0.001117671	6.12013	0.003999351	5.563477	0.006782616	5.032344	0.009438277	4.525541	0.01197229
6.93	7.021834E-12	6.706433	0.001117836	6.130012	0.00399994	5.573277	0.006783616	5.042066	0.00943967	4.535188	0.01197406
6.94	7.031238E-12	6.7164	0.001118	6.139894	0.004000529	5.583077	0.006784616	5.051788	0.009441062	4.544835	0.01197583
6.95	5.622692E-12	6.726367	0.001118164	6.149776	0.004001118	5.592877	0.006785615	5.061509	0.009442453	4.554482	0.01197759
6.96	5.632096E-12	6.736334	0.001118329	6.159658	0.004001707	5.602677	0.006786615	5.071231	0.009443846	4.564128	0.01197936
6.97	7.061541E-12	6.746301	0.001118493	6.169541	0.004002296	5.612477	0.006787615	5.080953	0.009445237	4.573775	0.01198113
6.98	7.070945E-12	6.756269	0.001118657	6.179423	0.004002885	5.622277	0.006788615	5.090674	0.009446629	4.583422	0.01198289
6.99	5.662399E-12	6.766236	0.001118822	6.189305	0.004003474	5.632077	0.006789614	5.100396	0.009448022	4.593068	0.01198466
7	5.671803E-12	6.776203	0.001118986	6.199187	0.004004064	5.641877	0.006790614	5.110117	0.009449413	4.602715	0.01198643
7.01	7.100203E-12	6.78617	0.00111915	6.20907	0.004004653	5.651677	0.006791614	5.119839	0.009450805	4.612362	0.01198819
7.02	7.111697E-12	6.796137	0.001119315	6.218952	0.004005242	5.661477	0.006792614	5.12956	0.009452197	4.622008	0.01198996
7.03	5.701061E-12	6.806104	0.001119479	6.228834	0.004005831	5.671278	0.006793614	5.139282	0.009453589	4.631655	0.01199172
7.04	5.71151E-12	6.816072	0.001119643	6.238716	0.004006419	5.681077	0.006794613	5.149004	0.009454981	4.641302	0.01199349
7.05	7.140954E-12	6.826038	0.001119808	6.248598	0.004007008	5.690877	0.006795613	5.158725	0.009456373	4.650949	0.01199526
7.06	7.151404E-12	6.836006	0.001119972	6.258481	0.004007597	5.700677	0.006796613	5.168447	0.009457765	4.660595	0.01199702
7.07	5.741812E-12	6.845973	0.001120136	6.268363	0.004008187	5.710477	0.006797613	5.178169	0.009459157	4.670242	0.01199879
7.08	5.752262E-12	6.85594	0.001120301	6.278245	0.004008776	5.720277	0.006798612	5.18789	0.009460549	4.679889	0.01200056
7.09	7.180661E-12	6.865907	0.001120465	6.288127	0.004009365	5.730078	0.006799612	5.197612	0.009461941	4.689536	0.01200232
7.1	7.191111E-12	6.875874	0.001120629	6.298009	0.004009954	5.739878	0.006800612	5.207334	0.009463333	4.699182	0.01200409
7.11	5.781519E-12	6.885841	0.001120794	6.307891	0.004010543	5.749678	0.006801612	5.217055	0.009464725	4.708829	0.01200586
7.12	5.791968E-12	6.895808	0.001120958	6.317774	0.004011132	5.759478	0.006802612	5.226777	0.009466117	4.718476	0.01200762
7.13	7.220368E-12	6.905776	0.001121122	6.327656	0.004011721	5.769278	0.006803611	5.236498	0.009467509	4.728122	0.01200939
7.14	7.230817E-12	6.915743	0.001121287	6.337538	0.00401231	5.779078	0.006804611	5.24622	0.009468901	4.737769	0.01201115
7.15	5.821226E-12	6.92571	0.001121451	6.34742	0.004012899	5.788878	0.006805611	5.255941	0.009470292	4.747416	0.01201292
7.16	5.831675E-12	6.935677	0.001121615	6.357302	0.004013488	5.798678	0.006806611	5.265663	0.009471685	4.757062	0.01201469
7.17	7.26112E-12	6.945644	0.00112178	6.367185	0.004014077	5.808478	0.00680761	5.275385	0.009473077	4.766709	0.01201645
7.18	7.271569E-12	6.955611	0.001121944	6.377067	0.004014666	5.818278	0.00680861	5.285106	0.009474468	4.776356	0.01201822
7.19	5.861978E-12	6.965579	0.001122108	6.386949	0.004015255	5.828078	0.00680961	5.294828	0.009475861	4.786003	0.01201999
7.2	5.872427E-12	6.975545	0.001122273	6.396831	0.004015844	5.837878	0.00681061	5.30455	0.009477252	4.79565	0.01202175
7.21	7.300827E-12	6.985513	0.001122437	6.406713	0.004016433	5.847678	0.006811609	5.314271	0.009478644	4.805296	0.01202352
7.22	7.311276E-12	6.99548	0.001122601	6.416595	0.004017022	5.857478	0.006812609	5.323993	0.009480037	4.814943	0.01202529
7.23	5.901685E-12	7.005447	0.001122766	6.426478	0.004017611	5.867278	0.006813609	5.333714	0.009481428	4.82459	0.01202705
7.24	5.912134E-12	7.015414	0.00112293	6.43636	0.004018201	5.877078	0.006814609	5.343436	0.009482821	4.834236	0.01202882
7.25	7.340534E-12	7.025381	0.001123094	6.446242	0.00401879	5.886878	0.006815609	5.353158	0.009484212	4.843883	0.01203058
7.26	7.350983E-12	7.035348	0.001123259	6.456124	0.004019379	5.896678	0.006816608	5.362879	0.009485604	4.85353	0.01203235
7.27	5.941391E-12	7.045315	0.001123423	6.466006	0.004019968	5.906478	0.006817608	5.372601	0.009486997	4.863176	0.01203412
7.28	5.95184E-12	7.055283	0.001123587	6.475889	0.004020557	5.916278	0.006818608	5.382322	0.009488388	4.872823	0.01203588
7.29	7.381285E-12	7.065249	0.001123752	6.485771	0.004021146	5.926078	0.006819608	5.392044	0.00948978	4.88247	0.01203765
7.3	7.391734E-12	7.075217	0.001123916	6.495653	0.004021734	5.935879	0.006820607	5.401765	0.009491172	4.892117	0.01203942
7.31	5.982143E-12	7.085184	0.00112408	6.505535	0.004022324	5.945679	0.006821607	5.411487	0.009492564	4.901763	0.01204118
7.32	5.992592E-12	7.095151	0.001124245	6.515418	0.004022913	5.955479	0.006822607	5.421209	0.009493956	4.91141	0.01204295
7.33	7.420992E-12	7.105118	0.001124409	6.5253	0.004023502	5.965279	0.006823607	5.430931	0.009495348	4.921057	0.01204472
7.34	7.431441E-12	7.115085	0.001124573	6.535182	0.004024091	5.975079	0.006824607	5.440652	0.00949674	4.930704	0.01204648
7.35	6.02185E-12	7.125052	0.001124738	6.545064	0.00402468	5.984879	0.006825606	5.450374	0.009498131	4.940351	0.01204825
7.36	6.032299E-12	7.13502	0.001124902	6.554946	0.004025269	5.994679	0.006826606	5.460095	0.009499524	4.949997	0.01205001
7.37	7.460699E-12	7.144987	0.001125066	6.564828	0.004025858	6.004479	0.006827606	5.469817	0.009500916	4.959644	0.01205178
7.38	7.471148E-12	7.154954	0.001125231	6.57471	0.004026447	6.014279	0.006828606	5.479538	0.009502308	4.96929	0.01205355
7.39	6.061557E-12	7.164921	0.001125395	6.584593	0.004027036	6.024079	0.006829605	5.48926	0.0095037	4.978937	0.01205531
7.4	6.072006E-12	7.174888	0.001125559	6.594475	0.004027625	6.033879	0.006830605	5.498981	0.009505091	4.988584	0.01205708
7.41	7.501451E-12	7.184855	0.001125724	6.604357	0.004028214	6.043679	0.006831605	5.508703	0.009506484	4.99823	0.01205885
7.42	7.5119E-12	7.194822	0.001125888	6.614239	0.004028803	6.053479	0.006832604	5.518425	0.009507876	5.007877	0.01206061
7.43	6.102308E-12	7.20479	0.001126052	6.624122	0.004029392	6.063279	0.006833604	5.528147	0.009509267	5.017524	0.01206238
7.44	6.112757E-12	7.214756	0.001126217	6.634004	0.004029981	6.073079	0.006834604	5.537868	0.00951066	5.027171	0.01206415
7.45	7.541157E-12	7.224724	0.001126381	6.643886	0.00403057	6.082879	0.006835604	5.54759	0.009512051	5.036818	0.01206591
7.46	7.551606E-12	7.234691	0.001126545	6.653768	0.004031159	6.09268	0.006836603	5.557312	0.009513443	5.046464	0.01206768
7.47	6.142015E-12	7.244658	0.00112671	6.663651	0.004031749	6.102479	0.006837603	5.567033	0.009514835	5.056111	0.01206945
7.48	6.152464E-12	7.254625	0.001126874	6.673532	0.004032338	6.112279	0.006838603	5.576755	0.009516227	5.065758	0.01207121
7.49	7.580864E-12	7.264592	0.001127038	6.683415	0.004032927	6.122079	0.006839603	5.586476	0.009517619	5.075405	0.01207298
7.5	7.591313E-12	7.274559	0.001127203	6.693297	0.004033515	6.131879	0.006840602	5.596198	0.009519011	5.085051	0.01207474
7.51	6.181722E-12	7.284527	0.001127367	6.703179	0.004034104	6.14168	0.006841602	5.605919	0.009520403	5.094698	0.01207651
7.52	6.192171E-12	7.294494	0.001127531	6.713061	0.004034693	6.15148	0.006842602	5.615641	0.009521795	5.104345	0.01207828
7.53	7.621616E-12	7.304461	0.001127696	6.722943	0.004035282	6.16128	0.006843602	5.625362	0.009523187	5.113991	0.01208004
7.54	7.632065E-12	7.314428	0.00112786	6.732826	0.004035871	6.17108	0.006844602	5.635084	0.009524579	5.123638	0.01208181
7.55	6.222473E-12	7.324395	0.001128024	6.742708	0.004036461	6.18088	0.006845601	5.644806	0.009525971	5.133285	0.01208358
7.56	6.232923E-12	7.334363	0.001128189	6.75259	0.00403705	6.19068	0.006846601	5.654528	0.009527363	5.142931	0.01208534
7.57	7.661323E-12	7.344329	0.001128353	6.762472	0.004037639	6.20048	0.006847601	5.664249	0.009528754	5.152578	0.01208711
7.58	7.671772E-12	7.354297	0.001128517	6.772355	0.004038228	6.21028	0.006848601	5.673971	0.009530147	5.162225	0.01208888
7.59	6.26218E-12	7.364264	0.001128682	6.782237	0.004038817	6.22008	0.0068496	5.683692	0.009531539	5.171872	0.01209064
7.6	6.271584E-12	7.374231	0.001128846	6.792119	0.004039406	6.22988	0.0068506	5.693414	0.00953293	5.181519	0.01209241
7.61	7.701029E-12	7.384198	0.00112901	6.802001	0.004039995	6.23968	0.0068516	5.703135	0.009534323	5.191165	0.01209417
7.62	7.710434E-12	7.394165	0.001129175	6.811883	0.004040584	6.24948	0.0068526	5.712857	0.009535714	5.200812	0.01209594
7.63	6.301887E-12	7.404132	0.001129339	6.821765	0.004041173	6.25928	0.0068536	5.722579	0.009537106	5.210459	0.01209771
7.64	6.311291E-12	7.414099	0.001129503	6.831647	0.004041762	6.26908	0.006854599	5.7323	0.009538498	5.220105	0.01209947
7.65	7.741781E-12	7.424067	0.001129668	6.84153	0.004042351	6.27888	0.006855599	5.742022	0.00953989	5.229752	0.01210124
7.66	7.751185E-12	7.434033	0.001129832	6.851412	0.00404294	6.28868	0.006856598	5.751744	0.009541282	5.239399	0.01210301
7.67	6.342639E-12	7.444001	0.001129996	6.861294	0.004043529	6.298481	0.006857598	5.761465	0.009542674	5.249045	0.01210477
7.68	6.352043E-12	7.453968	0.001130161	6.871176	0.004044118	6.30828	0.006858598	5.771187	0.009544066	5.258692	0.01210654
7.69	7.781488E-12	7.463935	0.001130325	6.881059	0.004044707	6.31808	0.006859598	5.780909	0.009545458	5.268339	0.0121083
7.7	7.790892E-12	7.473902	0.001130489	6.890941	0.004045296	6.32788	0.006860598	5.79063	0.00954685	5.277986	0.01211007
7.71	6.382346E-12	7.483869	0.001130654	6.900823	0.004045885	6.33768	0.006861597	5.800352	0.009548241	5.287632	0.01211184
7.72	6.39175E-12	7.493836	0.001130818	6.910705	0.004046474	6.347481	0.006862597	5.810073	0.009549634	5.297279	0.0121136
7.73	7.821195E-12	7.503804	0.001130982	6.920588	0.004047063	6.357281	0.006863597	5.819795	0.009551026	5.306926	0.01211537
7.74	7.830599E-12	7.513771	0.001131147	6.93047	0.004047652	6.367081	0.006864597	5.829516	0.009552417	5.316573	0.01211714
7.75	6.422053E-12	7.523738	0.001131311	6.940352	0.004048241	6.376881	0.006865596	5.839238	0.00955381	5.32622	0.0121189
7.76	6.431456E-12	7.533705	0.001131475	6.950234	0.00404883	6.386681	0.006866596	5.84896	0.009555201	5.335866	0.01212067
7.77	7.861946E-12	7.543672	0.00113164	6.960116	0.004049419	6.396481	0.006867596	5.858681	0.009556593	5.345513	0.01212244
7.78	7.87135E-12	7.553639	0.001131804	6.969998	0.004050008	6.406281	0.006868596	5.868403	0.009557985	5.35516	0.0121242
7.79	6.461759E-12	7.563606	0.001131968	6.97988	0.004050598	6.416081	0.006869595	5.878125	0.009559377	5.364806	0.01212597
7.8	6.472208E-12	7.573574	0.001132132	6.989763	0.004051187	6.425881	0.006870595	5.887846	0.009560769	5.374453	0.01212773
7.81	7.901653E-12	7.58354	0.001132297	6.999645	0.004051776	6.435681	0.006871595	5.897568	0.009562161	5.3841	0.0121295
7.82	7.911057E-12	7.593508	0.001132461	7.009527	0.004052364	6.445481	0.006872595	5.90729	0.009563553	5.393746	0.01213127
7.83	6.502511E-12	7.603475	0.001132626	7.019409	0.004052953	6.455281	0.006873594	5.917011	0.009564945	5.403393	0.01213303
7.84	6.511915E-12	7.613442	0.00113279	7.029292	0.004053542	6.465081	0.006874594	5.926733	0.009566337	5.41304	0.0121348
7.85	7.94136E-12	7.623409	0.001132954	7.039174	0.004054131	6.474881	0.006875594	5.936454	0.009567728	5.422687	0.01213657
7.86	7.950764E-12	7.633376	0.001133119	7.049056	0.004054721	6.484681	0.006876593	5.946176	0.009569121	5.432333	0.01213833
7.87	6.542218E-12	7.643343	0.001133283	7.058938	0.00405531	6.494482	0.006877593	5.955897	0.009570513	5.44198	0.0121401
7.88	6.551622E-12	7.653311	0.001133447	7.06882	0.004055899	6.504282	0.006878593	5.965619	0.009571904	5.451627	0.01214187
7.89	7.982111E-12	7.663278	0.001133612	7.078702	0.004056488	6.514081	0.006879593	5.975341	0.009573297	5.461274	0.01214363
7.9	7.991516E-12	7.673245	0.001133776	7.088584	0.004057077	6.523881	0.006880593	5.985062	0.009574688	5.470921	0.0121454
7.91	6.581925E-12	7.683212	0.00113394	7.098467	0.004057666	6.533681	0.006881592	5.994784	0.00957608	5.480567	0.01214716
7.92	6.592374E-12	7.693179	0.001134104	7.108349	0.004058255	6.543482	0.006882592	6.004506	0.009577472	5.490214	0.01214893
7.93	8.021818E-12	7.703146	0.001134269	7.118231	0.004058844	6.553282	0.006883592	6.014227	0.009578864	5.499861	0.0121507
7.94	8.031222E-12	7.713113	0.001134433	7.128113	0.004059433	6.563082	0.006884592	6.023949	0.009580256	5.509507	0.01215246
7.95	6.622676E-12	7.723081	0.001134597	7.137996	0.004060022	6.572882	0.006885591	6.03367	0.009581648	5.519154	0.01215423
7.96	6.63208E-12	7.733047	0.001134762	7.147878	0.004060611	6.582682	0.006886591	6.043392	0.00958304	5.528801	0.012156
7.97	8.061525E-12	7.743015	0.001134926	7.15776	0.0040612	6.592482	0.006887591	6.053113	0.009584432	5.538447	0.01215776
7.98	8.070929E-12	7.752982	0.00113509	7.167642	0.004061789	6.602282	0.00688859	6.062835	0.009585824	5.548094	0.01215953
7.99	6.662383E-12	7.762949	0.001135255	7.177525	0.004062378	6.612082	0.00688959	6.072557	0.009587215	5.557741	0.01216129
8	6.671787E-12	7.772916	0.001135419	7.187407	0.004062967	6.621882	0.00689059	6.082279	0.009588608	5.567388	0.01216306
8.01	8.102277E-12	7.782883	0.001135583	7.197289	0.004063556	6.631682	0.00689159	6.092	0.009589999	5.577034	0.01216483
8.02	8.112726E-12	7.79285	0.001135748	7.207171	0.004064145	6.641482	0.006892589	6.101722	0.009591391	5.586681	0.01216659
8.03	6.70209E-12	7.802817	0.001135912	7.217053	0.004064734	6.651282	0.006893589	6.111444	0.009592784	5.596328	0.01216836
