V_i I_C IB*R values
0.0, 0.00,  0.0000001
0.1, 0.00,  -0.002
0.2, 0.00,  0.007
0.3, 0.00,  0.014
0.4, 0.00,  0.022
0.5, 0.00,  0.029
0.6, 0.03,  0.044
0.7, 0.26,  0.090
0.8, 0.67,  0.164
0.9, 1.14,  0.248
1.0, 1.64,  0.337
1.1, 2.16,  0.43
1.2, 2.78,  0.52
1.3, 3.19,  0.616
1.4, 3.71,  0.710
1.5, 4.24,  0.805
1.6, 4.66,  0.891
1.7, 5.23,  0.986
1.8, 5.75,  1.082
1.9, 6.26,  1.177
2.0, 6.72,  1.271
