#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321AA294A
#Date Time: 2025-12-02 15:07:51.019
#Sample rate: 8000Hz
#Samples: 8000
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 200 mV/div Offset: 0 V Sample Mode: Average
#Channel 2: Range: 1 V/div Offset: 0 V Sample Mode: Average
#Wavegen Channel 1: Running
#Mode: Simple
#Type: DC
#Offset: 5 V
#Wavegen Channel 2: Running
#Mode: Simple
#Type: Triangle
#Frequency: 50 Hz
#Period: 20 ms
#Amplitude: 2.5 V
#Offset: 2.5 V
#Symmetry: 50 %
#Phase: 0 °

Time (s)	Channel 1 (V)	Channel 2 (V)
-0.5	0.2727345590304939	0.03933195492960213
-0.499875	0.3195984743182975	0.04675950748169189
-0.49975	0.3667995400757976	0.05790083630982654
-0.499625	0.4140006058332976	0.0653283888619163
-0.4995	0.459853069712012	0.08018349396609582
-0.499375	0.5026711793634584	0.09132482279423047
-0.49925	0.5373976777421906	0.1098937041744549
-0.499125	0.5606610601512442	0.1433176906588588
-0.499	0.57616998175728	0.1841692296953525
-0.498875	0.5869587967875657	0.232448321283936
-0.49875	0.59505040806028	0.2770136365964745
-0.498625	0.6014562669845122	0.325292728185058
-0.4985	0.606850674499655	0.3772855960496864
-0.498375	0.6112336306057086	0.4255646876382698
-0.49825	0.6149422857723693	0.4775575555028981
-0.498125	0.6183137904693335	0.5295504233675266
-0.498	0.6216852951662979	0.5852570675081997
-0.497875	0.6243824989238693	0.637249935372828
-0.49775	0.6267425522117444	0.6892428032374565
-0.497625	0.6294397559693158	0.7449494473781296
-0.4975	0.6314626587874943	0.7969423152427579
-0.497375	0.6331484111359764	0.8489351831073864
-0.49725	0.635171313954155	0.9046418272480595
-0.497125	0.6368570663026372	0.9566346951126878
-0.497	0.6385428186511193	1.012341339253361
-0.496875	0.639891420529905	1.06433420711799
-0.49675	0.6412400224086907	1.120040851258663
-0.496625	0.6429257747571729	1.175747495399336
-0.4965	0.6442743766359587	1.227740363263964
-0.496375	0.6456229785147444	1.283447007404638
-0.49625	0.6466344299238336	1.335439875269266
-0.496125	0.6479830318026193	1.387432743133894
-0.496	0.6489944832117086	1.443139387274567
-0.495875	0.6500059346207979	1.498846031415241
-0.49575	0.6510173860298872	1.550838899279869
-0.495625	0.6520288374389764	1.606545543420542
-0.4955	0.6530402888480658	1.662252187561215
-0.495375	0.6540517402571551	1.717958831701889
-0.49525	0.6547260411965479	1.769951699566517
-0.495125	0.6557374926056372	1.82565834370719
-0.495	0.6567489440147265	1.881364987847863
-0.494875	0.6574232449541193	1.937071631988537
-0.49475	0.6580975458935122	1.989064499853165
-0.494625	0.6591089973026015	2.044771143993838
-0.4945	0.6597832982419943	2.100477788134511
-0.494375	0.6607947496510836	2.156184432275185
-0.49425	0.6614690505904764	2.208177300139813
-0.494125	0.6621433515298694	2.263883944280487
-0.494	0.6628176524692622	2.31959058842116
-0.493875	0.6634919534086551	2.375297232561833
-0.49375	0.6641662543480479	2.431003876702506
-0.493625	0.6648405552874408	2.486710520843179
-0.4935	0.6655148562268336	2.538703388707807
-0.493375	0.6658520066965301	2.59441003284848
-0.49325	0.6665263076359229	2.646402900713109
-0.493125	0.6675377590450122	2.702109544853783
-0.493	0.6678749095147086	2.757816188994456
-0.492875	0.6685492104541015	2.813522833135129
-0.49275	0.6692235113934943	2.869229477275802
-0.492625	0.6698978123328873	2.924936121416475
-0.4925	0.6705721132722801	2.976928989281103
-0.492375	0.6709092637419765	3.032635633421776
-0.49225	0.6715835646813694	3.08834227756245
-0.492125	0.6719207151510658	3.144048921703123
-0.492	0.6725950160904587	3.199755565843796
-0.491875	0.6732693170298515	3.255462209984469
-0.49175	0.6736064674995479	3.307455077849098
-0.491625	0.6742807684389408	3.363161721989771
-0.4915	0.6746179189086372	3.418868366130444
-0.491375	0.6752922198480301	3.474575010271118
-0.49125	0.6756293703177265	3.526567878135746
-0.491125	0.6763036712571193	3.582274522276419
-0.491	0.6766408217268158	3.637981166417092
-0.490875	0.6773151226662086	3.693687810557766
-0.49075	0.677652273135905	3.741966902146349
-0.490625	0.6773151226662086	3.708542915661945
-0.4905	0.6766408217268158	3.652836271521272
-0.490375	0.6763036712571193	3.597129627380599
-0.49025	0.6756293703177265	3.541422983239926
-0.490125	0.6749550693783336	3.489430115375297
-0.49	0.6746179189086372	3.433723471234624
-0.489875	0.6739436179692444	3.37801682709395
-0.48975	0.6732693170298515	3.322310182953277
-0.489625	0.6729321665601551	3.266603538812604
-0.4895	0.6722578656207622	3.214610670947976
-0.489375	0.6715835646813694	3.155190250531258
-0.48925	0.6709092637419765	3.10319738266663
-0.489125	0.6705721132722801	3.047490738525957
-0.489	0.6698978123328873	2.995497870661328
-0.488875	0.6692235113934943	2.939791226520654
-0.48875	0.6688863609237979	2.884084582379981
-0.488625	0.668212059984405	2.828377938239308
-0.4885	0.6675377590450122	2.772671294098635
-0.488375	0.6668634581056193	2.716964649957962
-0.48825	0.6661891571662265	2.661258005817289
-0.488125	0.6655148562268336	2.609265137952661
-0.488	0.6648405552874408	2.553558493811987
-0.487875	0.6641662543480479	2.501565625947358
-0.48775	0.6634919534086551	2.445858981806685
-0.487625	0.6628176524692622	2.390152337666012
-0.4875	0.6621433515298694	2.334445693525339
-0.487375	0.66113190012078	2.278739049384666
-0.48725	0.6604575991813872	2.223032405243993
-0.487125	0.6597832982419943	2.171039537379365
-0.487	0.658771846832905	2.115332893238691
-0.486875	0.6580975458935122	2.063340025374063
-0.48675	0.6574232449541193	2.007633381233389
-0.486625	0.6564117935450301	1.951926737092716
-0.4865	0.6557374926056372	1.896220092952043
-0.486375	0.6547260411965479	1.84051344881137
